row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,5_Ext_blank.mzXML Peak height,13_Brote_50 _ 1mg_3.mzXML Peak height,35_Brote_76_08mg_3.mzXML Peak height,10_QC.mzXML Peak height,52_Brote_14_5mg_3.mzXML Peak height,15_Brote_76_08mg_1.mzXML Peak height,34_Brote_14_5mg_2.mzXML Peak height,11_Callo_52_9mg_3.mzXML Peak height,41_Brote_12_5mg_3.mzXML Peak height,65_QC.mzXML Peak height,17_Brote_33_5 mg_3.mzXML Peak height,49_Brote_27_8 mg_2.mzXML Peak height,40_Brote_6_6mg_2.mzXML Peak height,31_Brote_22_3mg_3.mzXML Peak height,29_Brote_25_ 3 mg_3.mzXML Peak height,30_Brote_33_4mg_2.mzXML Peak height,48_Brote_6_8mg_3.mzXML Peak height,20_Brote_6_6mg_1.mzXML Peak height,60_Brote_50 _ 1mg_1.mzXML Peak height,27_Brote_12_5mg_2.mzXML Peak height,50_Brote_24_ 8mg_1.mzXML Peak height,22_Brote_76_08mg_2.mzXML Peak height,43_Brote_33_5 mg_2.mzXML Peak height,36_Callo_40_2mg_1.mzXML Peak height,45_Callo_52_9mg_2.mzXML Peak height,55_QC.mzXML Peak height,46_Brote_33_4mg_3.mzXML Peak height,64_Brote_25_ 3 mg_2.mzXML Peak height,16_Brote_25_ 3 mg_1.mzXML Peak height,59_Callo_40_2mg_2.mzXML Peak height,9_QC.mzXML Peak height,53_Brote_24_ 8mg_2.mzXML Peak height,39_Callo_52_9mg_1.mzXML Peak height,62_Callo_56_2mg_1.mzXML Peak height,54_Brote_44_2 mg_1.mzXML Peak height,24_Brote_33_4mg_1.mzXML Peak height,12_Brote_14_5mg_1.mzXML Peak height,66_QC.mzXML Peak height,21_QC.mzXML Peak height,51_Brote_33_5 mg_1.mzXML Peak height,19_Brote_22_3mg_2.mzXML Peak height,63_Brote_6_8mg_2.mzXML Peak height,44_QC.mzXML Peak height,58_Brote_22_3mg_1.mzXML Peak height,28_Brote_24_ 8mg_3.mzXML Peak height,57_Brote_27_8 mg_3.mzXML Peak height,37_Brote_27_8 mg_1.mzXML Peak height,25_Brote_44_2 mg_3.mzXML Peak height,47_Brote_12_5mg_1.mzXML Peak height,14_Brote_44_2 mg_2.mzXML Peak height,26_Brote_6_8mg_1.mzXML Peak height,18_Brote_6_6mg_2.mzXML Peak height,38_Callo_40_2mg_3.mzXML Peak height,23_Brote_50 _ 1mg_2.mzXML Peak height,61_Callo_56_2mg_3.mzXML Peak height,32_QC.mzXML Peak height,42_Callo_56_2mg_2.mzXML Peak height,
1684,74.99603155548495,15.468333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1610.0588,0,0,0,0,0,0,0,0,0,0,0,0,1697.9961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1480.7499,0,0,0,
1685,75.00160692644343,15.472142,,,,,,,,,,,0,0,0,0,0,0,0,0,2580.4553,0,0,0,0,0,0,0,0,0,0,0,0,0,1905.8284,3082.3918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982.6799,0,1951.3923,0,0,0,0,0,0,2923.342,0,0,0,3451.8552,0,0,0,0,
1689,56.9987494743542,15.52,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,10971.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7768.5596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6537.982,0,6859.491,
1694,56.999930016217945,15.598332,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41601.086,0,0,25792.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35876.77,0,
1715,56.99981508548457,15.6970005,,,,,,,,,,,0,0,0,0,0,0,0,0,0,49356.934,0,0,0,0,45396.47,0,0,0,50487.79,0,0,0,0,0,0,0,0,42035.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44350.676,0,0,0,0,0,0,0,0,0,0,0,0,0,
1720,56.999942068627334,15.7464285,,,,,,,,,,,0,0,0,0,0,0,0,0,57667.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64149.652,0,0,0,0,0,0,0,0,0,0,0,0,0,51889.316,0,0,0,52468.305,0,0,48264.188,0,0,52346.46,50786.08,0,0,0,0,0,0,0,
1738,56.99996071421571,15.850626,,,,,,,,,,,0,0,0,60714.01,0,0,60543.0,0,0,0,0,71855.516,0,0,0,73876.53,60969.57,0,0,59812.75,65894.7,0,0,0,0,0,69009.24,0,53529.273,64572.465,56289.832,0,65062.48,0,0,0,0,0,0,0,68589.875,66732.78,0,0,0,0,65494.234,0,0,0,0,0,0,67314.0,0,0,0,
1752,56.99997778406911,15.915833,,,,,,,,,,,0,67103.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76760.41,0,0,0,0,0,0,0,0,0,0,0,75889.61,0,0,0,0,0,0,0,0,72314.516,0,0,0,0,0,69732.6,0,80958.16,0,0,0,0,
1773,73.00003162774401,16.04125,,,,,,,,,,,0,0,0,0,0,0,0,30654.795,0,0,0,0,0,0,0,0,0,0,0,0,0,30102.275,37120.188,0,0,0,0,0,0,0,0,0,0,0,0,0,27902.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1777,114.01715953662779,16.098333,,,,,,,,,,,0,0,0,0,0,0,0,0,1159.0,0,0,0,0,0,246.0,0,0,0,0,1128.6957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1783,77.0015246883126,16.129,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257.0,0,0,0,0,0,0,0,0,1689.0,0,0,0,0,0,0,0,0,0,903.441,0,0,0,0,0,0,0,0,0,979.83655,0,0,0,0,0,0,0,979.9297,0,
1792,70.00673349994621,16.171667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753.64435,0,0,0,0,0,0,0,0,0,0,714.0,0,0,886.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1794,54.99368166685273,16.22,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2035.7777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2283.807,0,0,0,0,0,0,0,0,2447.0,0,0,0,0,0,0,
1797,56.998557891513215,16.228,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3900.6401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2981.065,0,0,0,0,0,0,0,0,3204.558,0,0,3220.8772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3308.377,0,
1803,71.0196688152751,16.231667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.0978,0,0,2397.794,1727.0062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1804,71.01106915286823,16.238333,,,,,,,,,,,0,0,0,0,1619.4851,0,0,0,0,0,0,0,0,0,0,0,1761.6764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484.6353,0,0,0,0,
1809,77.00199644522895,16.356667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159.4214,0,0,0,0,0,0,0,0,0,0,1054.0,0,0,0,0,0,0,0,0,1298.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1813,76.00449392096706,16.434,,,,,,,,,,,0,1209.5946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188.0,0,0,0,0,0,0,0,0,0,0,1050.0,0,0,1542.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1224.0183,0,0,0,0,0,0,0,
1814,76.0039441924866,16.437666,,,,,,,,,,,0,0,0,0,2245.627,0,2635.0164,0,1974.2655,0,1135.1782,0,0,0,2032.4658,1665.7812,2643.6387,0,0,2062.946,0,0,0,0,0,0,0,1725.835,2641.6448,0,0,0,0,0,0,0,1923.1082,0,0,0,1302.8542,1952.7689,0,0,0,0,0,0,0,0,2027.592,2819.3403,0,0,0,0,0,
1816,76.00274649683807,16.449566,,,,,,,,,,,0,0,1109.0713,0,0,0,0,0,0,0,0,1615.0382,2223.7175,1638.7633,0,0,0,2851.1392,0,0,0,0,1872.422,1270.8483,960.6535,0,1222.6156,0,0,0,1168.0366,0,0,1199.393,0,0,0,0,1507.3191,1408.1641,0,0,1311.4185,0,0,953.356,1726.2445,1216.8212,1702.971,0,0,0,1403.985,1454.983,1114.95,1353.6195,1947.0859,
1820,67.97916310702242,16.494738,,,,,,,,,,,0,0,0,0,3285.0745,0,3197.278,0,0,0,0,1238.0,2576.1958,1820.0,2575.6396,0,3952.2458,2824.534,0,0,0,0,2158.0,1631.0,0,0,0,3185.1223,1960.0,0,0,0,0,0,0,0,0,0,0,1759.0,1436.0,3048.7495,0,0,0,0,0,0,1356.8735,0,2350.563,2204.76,1778.0,0,0,0,0,
1832,56.99979877084087,16.527498,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2182.4888,0,3795.934,0,0,0,2839.0393,0,0,0,0,0,0,0,0,0,0,4553.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1833,56.998760219617104,16.53375,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2776.3574,0,0,0,0,0,4934.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5582.0,0,2979.5496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1839,56.997105272535286,16.57,,,,,,,,,,,0,0,0,0,0,0,0,0,2796.5186,0,0,0,0,0,0,0,0,0,0,3235.6865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2656.6936,0,0,0,0,0,0,0,0,
1851,54.99977252238376,16.580454,,,,,,,,,,,0,0,0,4058.0,0,0,0,0,0,3948.5747,0,0,3073.952,0,0,0,0,3141.3984,0,0,0,0,0,0,0,3730.8804,0,0,0,0,3516.0,0,0,0,0,0,0,4105.241,4416.1616,0,0,0,5257.0977,0,0,0,0,0,0,0,0,3306.6006,0,0,0,4575.691,0,
1855,79.00494832860069,16.627142,,,,,,,,,,,0,1074.8492,0,0,0,0,0,0,0,0,1265.783,0,0,0,0,836.6571,0,0,0,0,0,0,0,0,0,0,0,0,925.47076,0,0,0,0,0,0,0,1054.7238,0,0,0,0,0,0,0,0,0,936.2468,0,0,0,857.22034,0,0,0,0,0,0,
1862,59.950985612770495,16.7575,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,27518.1,0,0,0,0,0,0,0,0,0,0,0,22351.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36555.46,0,0,0,0,0,0,0,0,0,25923.148,0,
1866,59.950867543922634,16.790169,,,,,,,,,,,0,0,14566.637,0,10670.3,12022.484,8973.769,0,0,14158.053,0,0,12531.619,0,9035.429,15667.805,10795.0625,0,19911.686,0,0,0,26532.861,0,19711.455,0,21118.504,15634.3125,0,20362.795,0,5633.088,17522.63,7774.767,21855.566,0,0,19461.955,10423.97,25896.463,0,10423.737,15334.801,0,0,0,0,21879.781,14689.175,16302.901,0,9400.63,0,0,7627.304,0,6324.341,
1868,59.95059828500744,16.798334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,30161.393,0,0,0,0,0,0,0,0,0,0,0,16985.857,0,0,0,0,0,0,0,0,0,0,0,15082.981,0,0,0,0,0,0,0,31396.61,0,0,27631.844,0,0,0,0,0,17828.195,0,0,0,0,
1869,59.951251506670616,16.805,,,,,,,,,,,0,0,0,7370.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10144.82,0,0,0,0,0,0,0,0,0,0,9155.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1870,59.951894782033825,16.811666,,,,,,,,,,,0,0,0,0,0,0,0,0,11468.494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8586.937,0,0,0,0,0,0,0,5140.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1872,59.95227040818597,16.820002,,,,,,,,,,,0,9043.704,0,0,0,0,0,9076.061,0,0,12996.861,0,0,0,0,0,0,12136.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13020.994,0,0,0,0,0,0,0,0,0,0,0,0,12295.347,0,0,0,
1915,84.01194911043238,17.050001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868.0935,0,0,0,0,0,0,0,0,0,0,710.1769,0,0,0,0,0,818.3982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1917,57.00061454097832,17.055454,,,,,,,,,,,0,0,0,0,0,4236.0,0,4791.3545,0,0,5737.0,0,0,0,0,0,0,0,0,0,0,4822.0,0,0,0,0,0,0,3177.0,0,0,4390.0,0,0,0,4822.5703,0,0,0,0,3140.0,0,0,0,4007.9138,0,0,0,0,2792.209,0,0,0,4626.732,0,0,0,
1918,56.99819408415299,17.058748,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4191.1724,3121.951,0,0,0,0,0,0,0,0,0,0,0,3199.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3205.702,0,
1920,56.99946155269104,17.06,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3220.2173,0,0,0,0,0,0,0,0,0,0,2685.7322,0,0,3173.1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2994.3137,0,0,0,0,0,0,
1926,57.005671933212426,17.07,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2982.9094,0,0,0,0,3089.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2902.138,0,0,0,0,0,
1927,73.00072595383978,17.088182,,,,,,,,,,,0,4352.597,4435.4023,0,4557.883,0,0,0,0,0,0,0,0,0,3406.1035,0,0,0,0,0,0,0,0,5575.0,0,0,0,0,0,0,0,0,4612.2407,0,0,0,4465.024,0,0,6723.696,0,0,0,5053.297,0,5125.746,0,3894.7542,0,0,0,0,0,0,0,0,0,
1928,73.00041511706625,17.0974,,,,,,,,,,,0,0,0,8235.878,0,0,4712.224,0,11966.996,0,0,6159.2764,0,7295.78,0,9575.614,0,0,5846.0,7851.2983,5175.2197,0,7145.3525,0,5471.8994,0,6000.0596,5407.89,0,5357.939,6247.789,0,0,5699.69,4666.9424,0,0,0,12423.98,0,0,0,0,0,0,0,5471.055,0,13644.447,0,10566.04,9870.146,5790.0,0,6652.0,0,5377.3145,
1930,73.0000325777545,17.107777,,,,,,,,,,,0,0,0,0,0,0,0,0,0,29153.953,0,0,29121.357,0,0,0,19004.654,12798.319,0,0,0,0,0,0,0,30451.766,0,0,0,0,0,0,0,0,0,0,0,41960.516,0,0,0,25886.072,24585.293,0,0,0,0,0,0,0,0,0,0,0,0,23263.064,0,
1932,57.00151241761543,17.1475,,,,,,,,,,,0,0,0,0,0,0,2692.7249,0,0,0,0,0,0,0,0,3532.2178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3843.078,0,0,0,0,0,3399.9587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1938,56.99921731853246,17.151249,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3506.434,0,3843.5815,2494.5676,0,0,0,0,0,0,0,0,0,0,2921.1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1939,57.000475216725675,17.15375,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3277.7573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3829.2769,0,0,0,4221.1304,0,0,0,0,0,0,0,3792.7625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1944,57.002634927530025,17.157001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3508.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3720.4902,0,0,0,0,0,0,0,0,0,0,3713.131,0,0,0,0,0,0,0,2609.0625,0,4202.2227,0,0,0,0,
1954,56.996220120559016,17.39125,,,,,,,,,,,0,0,0,0,0,2454.6646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2539.5535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2417.5845,0,0,0,0,0,0,0,0,0,0,0,0,0,2178.863,0,0,0,0,0,0,
1956,56.99770768997627,17.4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2082.1543,0,0,0,2387.1091,0,0,0,0,0,0,2910.998,0,0,0,2216.9114,0,0,0,0,0,0,0,0,2597.6985,0,0,0,2786.3145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1962,57.008210588861296,17.562546,,,,,,,,,,,7356.31,4383.132,4336.6562,5292.393,8761.686,4132.066,8165.1006,4245.315,8704.216,7158.7285,4357.053,7095.601,36386.0,10505.445,5774.8286,6358.3955,17089.0,28587.121,6370.063,8959.802,8601.78,4679.9165,6039.3457,4608.5586,5081.507,10142.153,6825.098,7555.7573,6092.1265,5924.838,6219.877,8437.712,4868.967,5277.431,4995.13,6369.461,5907.743,13034.0,7961.1143,5817.5693,9534.455,17950.0,8716.407,14673.713,6992.856,7538.8276,5672.4673,4322.396,8327.681,4023.709,10466.331,26565.06,4885.026,5212.089,5008.909,9379.042,4871.4062,
1978,57.004233653719666,18.133,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005.7208,0,0,0,0,0,0,0,2545.9854,0,1696.8372,0,0,0,2749.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2618.209,0,0,0,0,
1979,71.02761199480967,18.133333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219.0828,0,0,0,0,0,0,0,1630.0,0,1697.0,0,0,0,0,0,1562.0,0,1489.0,1601.0,0,0,0,1099.0,0,1311.9121,0,0,0,0,0,1421.0,0,0,0,0,0,0,0,0,0,
1985,56.998153404718366,18.456766,,,,,,,,,,,0,2947.4639,0,0,0,2705.4592,0,3287.022,0,0,3906.1023,0,0,0,0,2378.062,1806.0,0,0,0,0,2789.7808,2708.4717,0,0,0,0,0,2316.9434,0,0,2140.0,0,0,0,2536.2307,0,0,0,2431.218,1932.1808,1896.2383,0,0,2711.0,0,1753.2242,0,0,0,2280.2932,0,0,0,0,0,0,
1990,115.01336029584144,18.488333,,,,,,,,,,,0,0,0,0,1087.0,0,1100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969.3769,0,0,0,0,
1991,93.99861385710987,18.55,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13427.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20885.094,0,0,0,0,0,0,0,0,0,0,0,0,0,16767.777,0,0,0,0,0,0,
1992,93.99966197098222,18.606667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10892.109,0,0,0,0,7458.5938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,73.00385132498926,18.73375,,,,,,,,,,,0,0,0,0,0,0,0,0,0,6265.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5321.1094,0,0,0,0,0,0,0,0,0,0,0,7300.695,0,0,0,0,5387.8545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,73.00389812472976,18.735,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3165.6174,0,0,3377.6084,0,2793.024,0,2655.0745,0,0,3523.4963,0,0,0,0,0,0,0,0,
2018,93.99833181194509,18.876665,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8448.997,0,0,0,0,0,0,0,0,0,0,0,0,5700.0,10584.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,93.99454355022725,18.882502,,,,,,,,,,,0,0,0,2780.6055,0,0,0,0,0,0,0,2532.494,0,0,0,0,0,0,0,0,0,0,3878.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2930.0935,3126.0,0,0,0,0,0,0,0,0,0,1866.5963,0,0,0,0,0,0,0,
2020,65.97948223867463,18.886877,,,,,,,,,,,0,0,753.0,0,2386.0,1311.0,2622.0,0,0,0,0,0,1424.0,926.0,0,1996.0,3245.0,1583.0,0,0,786.0,1326.0,0,0,0,0,1265.0,0,0,0,1215.0,769.0,0,0,0,2194.0,0,0,0,0,1462.0,2887.1777,724.0,0,852.0,0,1226.1023,645.0,0,0,3537.0,1904.8284,0,0,0,432.0,0,
2021,91.01115242473544,18.896666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,839.0,0,0,0,0,0,0,0,0,0,0,0,0,0,941.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839.37756,0,0,0,0,0,0,0,0,0,0,0,
2025,91.00882225576947,18.903334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1164.2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384.3234,0,0,0,0,0,0,0,0,0,0,0,1348.8104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2045,117.0054291265687,19.026667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1220.0795,0,0,0,0,968.1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980.3269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2067,117.01390620690813,19.2525,,,,,,,,,,,0,0,0,0,0,0,0,972.0,913.3547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900.0,0,0,0,0,0,515.0,0,0,0,0,0,0,1650.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857.23016,0,0,0,0,
2071,156.00930028714,19.28,,,,,,,,,,,0,0,0,0,0,0,937.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707.11835,0,0,0,0,0,0,0,719.2488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2102,54.99744485896414,19.465,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2911.9607,0,0,0,0,0,0,0,0,0,0,0,0,0,4436.0,0,0,0,0,0,0,3708.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2116,56.999559925955836,19.49375,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5111.4683,0,0,0,0,0,0,0,0,0,2987.2153,0,0,0,5902.2935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5047.2256,0,0,0,
2126,57.00255972749635,19.5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2642.8193,0,0,0,0,0,0,0,0,0,0,0,0,0,2584.2683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2283.0813,0,0,0,0,0,0,0,0,0,0,0,0,2211.9287,0,
2137,125.00977437355562,19.568335,,,,,,,,,,,0,0,0,0,1311.7898,0,1223.0,0,0,0,0,0,1124.0896,0,0,0,0,1165.7538,0,0,0,0,0,1151.0641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250.1066,0,0,0,0,
2162,57.00260777488186,19.848999,,,,,,,,,,,0,0,0,0,0,0,0,3977.0,0,0,0,0,0,0,0,0,0,0,2039.0,0,0,0,0,0,2336.8542,0,0,0,0,0,0,0,2355.6868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4010.0,0,
2167,108.00685538000947,19.909166,,,,,,,,,,,0,0,9699.55,12889.227,32905.676,0,35954.574,0,30794.494,0,0,22906.668,14333.072,11393.472,29119.25,20642.857,44877.2,0,0,36658.793,0,0,0,0,0,0,14991.556,19476.994,33265.145,0,16566.61,0,0,0,3861.43,20783.324,38756.395,0,18620.854,0,18654.709,43731.97,9413.47,0,0,9191.819,24350.227,8124.7017,22471.902,11090.542,48821.72,0,0,0,0,7576.644,0,
2170,108.00906740886616,19.972918,,,,,,,,,,,0,8844.177,0,0,0,16583.564,0,7933.511,0,0,0,0,0,0,0,0,0,0,2789.738,0,0,18040.623,17810.215,7108.344,5146.0093,0,0,0,0,0,0,0,6258.505,0,0,0,0,0,0,16889.467,0,0,0,0,0,0,0,0,0,0,0,0,7851.2656,9298.998,0,0,0,
2171,59.9508308802375,19.977728,,,,,,,,,,,0,0,0,0,0,0,0,0,0,29050.777,0,0,17795.695,0,0,0,0,0,0,0,0,0,0,0,0,20101.793,0,0,0,0,0,0,0,32393.469,21506.166,0,0,18788.152,0,0,0,0,0,21480.053,0,0,0,25204.611,0,0,0,0,0,0,29548.068,38282.977,36622.082,
2182,59.950669344767675,20.040667,,,,,,,,,,,0,0,0,0,29297.918,0,0,0,0,0,0,0,0,42424.41,0,0,0,18012.922,59489.574,0,57814.457,0,0,0,58407.098,0,62436.094,0,0,17601.96,0,56208.55,0,0,0,0,0,0,43401.22,0,0,0,39686.324,0,0,39718.68,0,0,45867.164,27006.89,0,18969.705,0,0,0,0,0,
2191,59.95045652030129,20.103182,,,,,,,,,,,0,67951.586,58669.977,37721.33,0,63581.434,30005.299,56646.93,51450.066,0,0,59775.24,0,0,0,65649.44,76116.836,0,0,52141.668,0,63392.72,0,27238.896,0,0,0,0,0,0,39812.887,0,61936.992,0,0,63814.05,0,0,0,0,37140.348,0,0,0,58340.457,0,56938.727,0,0,0,79577.71,0,27906.521,72421.016,0,0,0,
2193,59.950053515829495,20.131666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128238.39,0,0,0,0,0,0,0,0,0,0,0,92927.945,0,71335.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2213,93.99836815438273,20.286667,,,,,,,,,,,0,0,0,0,3177.6077,0,2919.7075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2768.5046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
