row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,5_Ext_blank.mzXML Peak height,15_Brote_76_08mg_1.mzXML Peak height,28_Brote_24_ 8mg_3.mzXML Peak height,13_Brote_50 _ 1mg_3.mzXML Peak height,22_Brote_76_08mg_2.mzXML Peak height,43_Brote_33_5 mg_2.mzXML Peak height,12_Brote_14_5mg_1.mzXML Peak height,35_Brote_76_08mg_3.mzXML Peak height,26_Brote_6_8mg_1.mzXML Peak height,46_Brote_33_4mg_3.mzXML Peak height,58_Brote_22_3mg_1.mzXML Peak height,20_Brote_6_6mg_1.mzXML Peak height,59_Callo_40_2mg_2.mzXML Peak height,24_Brote_33_4mg_1.mzXML Peak height,42_Callo_56_2mg_2.mzXML Peak height,30_Brote_33_4mg_2.mzXML Peak height,38_Callo_40_2mg_3.mzXML Peak height,57_Brote_27_8 mg_3.mzXML Peak height,23_Brote_50 _ 1mg_2.mzXML Peak height,10_QC.mzXML Peak height,62_Callo_56_2mg_1.mzXML Peak height,48_Brote_6_8mg_3.mzXML Peak height,18_Brote_6_6mg_2.mzXML Peak height,34_Brote_14_5mg_2.mzXML Peak height,52_Brote_14_5mg_3.mzXML Peak height,9_QC.mzXML Peak height,19_Brote_22_3mg_2.mzXML Peak height,65_QC.mzXML Peak height,37_Brote_27_8 mg_1.mzXML Peak height,31_Brote_22_3mg_3.mzXML Peak height,17_Brote_33_5 mg_3.mzXML Peak height,11_Callo_52_9mg_3.mzXML Peak height,14_Brote_44_2 mg_2.mzXML Peak height,60_Brote_50 _ 1mg_1.mzXML Peak height,47_Brote_12_5mg_1.mzXML Peak height,41_Brote_12_5mg_3.mzXML Peak height,63_Brote_6_8mg_2.mzXML Peak height,54_Brote_44_2 mg_1.mzXML Peak height,36_Callo_40_2mg_1.mzXML Peak height,21_QC.mzXML Peak height,16_Brote_25_ 3 mg_1.mzXML Peak height,66_QC.mzXML Peak height,64_Brote_25_ 3 mg_2.mzXML Peak height,32_QC.mzXML Peak height,29_Brote_25_ 3 mg_3.mzXML Peak height,45_Callo_52_9mg_2.mzXML Peak height,40_Brote_6_6mg_2.mzXML Peak height,49_Brote_27_8 mg_2.mzXML Peak height,55_QC.mzXML Peak height,25_Brote_44_2 mg_3.mzXML Peak height,51_Brote_33_5 mg_1.mzXML Peak height,39_Callo_52_9mg_1.mzXML Peak height,27_Brote_12_5mg_2.mzXML Peak height,50_Brote_24_ 8mg_1.mzXML Peak height,61_Callo_56_2mg_3.mzXML Peak height,44_QC.mzXML Peak height,53_Brote_24_ 8mg_2.mzXML Peak height,
2475,70.00377925737124,10.231251,,,,,,,,,,,0,0,828.39325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592.7117,0,0,0,0,0,0,0,0,0,0,611.5201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805.88135,
4373,70.00391074839159,16.49,,,,,,,,,,,0,0,0,0,0,884.8493,0,0,886.2151,0,0,1052.2377,0,670.951,0,0,0,0,0,0,0,1122.6342,1004.67114,1068.8058,1078.9365,0,646.5414,0,0,0,882.9928,0,0,0,0,0,1002.5181,0,0,0,842.526,0,981.98267,0,952.1808,0,996.4459,0,0,0,0,0,0,0,0,0,0,
1543,70.00478334315649,6.8291993,,,,,,,,,,,0,1898.8264,2357.354,2195.372,1701.6646,1268.7355,4229.5884,1339.2137,2245.2258,863.74994,0,0,608.31903,1797.8807,1148.3164,1571.2213,1098.3041,540.57697,1578.1562,1646.286,927.1906,1217.1971,0,1054.1527,1040.1163,1261.0807,1413.3524,0,1069.6234,825.8794,3094.001,3006.8855,1119.5116,791.32007,995.48706,1289.2256,1086.0931,653.2344,1045.949,958.9245,2343.104,523.647,733.9781,626.5724,1576.7054,1227.0876,0,870.4436,481.33084,765.83295,1122.8457,1453.0337,1669.0023,1177.8636,1054.5665,0,1201.0095,
422,70.00396131650022,3.9513729,,,,,,,,,,,0,5473.63,33887.645,4225.634,5092.1323,3005.034,1899.8052,5500.1104,1406.0148,3754.5642,594.7512,1054.2634,0,8299.463,26985.271,8120.1216,0,699.6724,5321.205,9324.056,15802.384,1409.2429,1085.6967,2114.3308,1594.8496,0,1166.0994,3303.0493,8601.4,1172.7407,0,9409.889,2768.4812,1167.8104,3713.321,4954.9604,1266.8107,1328.3596,0,929.2733,1484.0304,533.2978,963.5077,608.9843,1550.9205,4425.6245,993.58844,4101.0234,489.83295,2700.4792,1602.7535,8437.007,8098.5522,36188.996,21927.922,732.44653,40616.45,
5530,70.00410969679159,19.997501,,,,,,,,,,,0,0,0,0,0,0,745.4093,0,0,0,1709.508,1847.1409,0,0,2988.401,0,0,2877.164,0,0,2618.2634,0,1769.8837,0,0,0,0,2472.8735,0,3223.2527,0,0,2226.7747,4472.556,3526.3152,0,0,1851.504,0,0,0,1638.5872,0,3081.0337,0,0,1900.2975,0,0,2086.6924,563.85223,0,0,0,2598.9414,3117.8242,0,
1855,70.00421131002892,7.8833337,,,,,,,,,,,0,0,0,0,0,0,1585.9478,0,0,563.6169,0,0,729.93787,0,0,0,785.9402,485.48544,0,0,905.627,0,0,0,0,0,0,0,0,0,0,0,0,778.6891,0,0,0,597.7515,0,0,0,514.08075,0,621.9209,0,738.61884,0,549.89246,609.339,0,572.2648,0,0,0,960.0451,0,0,
7165,70.00552314059699,22.920958,,,,,,,,,,,0,2308.7737,1480.5819,2534.594,2130.5947,2038.0111,1131.999,1541.9873,2071.408,1684.5833,457.62405,1138.032,0,3213.1204,2337.3035,3061.3596,773.2308,780.0569,1857.0594,2098.6072,1206.9388,1400.9741,1307.355,795.8032,718.04285,1632.864,2822.605,877.99316,2263.5234,2191.7185,3489.7056,2452.2566,967.5296,812.79144,1033.0115,1512.8892,1136.6558,0,783.6885,1663.97,10753.399,0,4599.1123,657.2635,10145.758,1171.1549,1115.1157,1588.7676,0,792.02454,1731.2449,1699.6146,1743.0614,980.746,1182.051,956.1059,1024.5135,
1812,70.0055948520142,7.7525,,,,,,,,,,,0,0,0,0,721.0029,0,0,592.1141,0,0,0,0,675.068,0,0,0,1020.8768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582.5185,1001.86566,0,0,0,0,0,0,732.15234,0,0,0,0,0,774.6728,0,0,0,0,0,
2437,70.00607511472322,10.098773,,,,,,,,,,,0,1068.5449,1006.82153,951.77966,1084.6959,1661.0604,833.3717,1084.7689,919.4583,1254.1356,1061.3569,0,1598.0889,1105.456,0,1059.7894,1576.4727,1202.9343,1124.2354,747.9209,851.1775,1184.151,0,913.9814,1036.3828,719.1399,861.4626,748.7032,1438.9131,992.02155,963.5077,970.93823,933.1105,1113.1272,1164.9324,1099.0483,1131.6394,1061.4243,1407.2671,854.91956,705.32916,884.3462,855.46356,817.65906,806.89734,1298.9297,832.8277,1327.2615,852.4387,1189.9755,1458.8176,1340.5237,1120.1223,1211.3047,885.63385,843.9928,1189.6614,
5893,70.00576995315231,20.45,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593.6424,0,0,0,0,0,0,0,594.4145,0,755.7254,0,0,0,0,571.08203,0,0,0,0,0,0,0,0,
7414,70.0057886484751,23.365894,,,,,,,,,,,0,0,743.46844,960.5162,2745.2825,843.7679,756.77936,0,902.33374,748.9967,0,0,0,1239.1995,993.0451,1150.6669,0,0,944.73065,862.0458,0,657.1246,0,0,0,740.8539,1134.5492,507.0229,845.1481,919.11475,1174.0931,1025.9127,0,0,0,0,0,0,0,861.84406,3597.291,0,1652.9415,0,3412.7947,0,0,687.7597,0,0,744.9575,751.70416,849.7071,0,0,0,0,
7229,70.00581355158972,23.001001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989.812,0,0,0,0,0,0,0,0,0,0,873.4086,0,0,0,0,884.62634,0,0,0,0,0,0,0,0,862.6999,0,0,901.18274,0,0,0,0,0,0,0,
4845,70.00619976516161,17.971666,,,,,,,,,,,0,0,0,0,0,638.36255,0,0,0,547.1775,0,0,570.06866,0,0,629.55707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679.0896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562.1193,0,0,0,0,0,0,
6231,70.00623343423315,21.011005,,,,,,,,,,,0,0,0,0,0,979.63025,0,765.5342,796.3795,996.4551,717.1141,0,675.4083,665.2883,1078.6008,870.5253,858.83,806.6917,940.04083,0,1659.7855,1154.6744,0,0,706.14124,0,0,723.85974,739.3547,624.797,547.47894,0,0,1493.4492,1281.408,1011.6054,1300.2137,693.93036,755.2792,0,908.85,761.5577,2227.9038,891.8604,1270.032,1102.4296,0,940.3609,689.8375,727.38184,1084.6096,912.8539,0,921.7303,1593.4835,909.24255,892.23175,
2967,70.00625388720246,12.012143,,,,,,,,,,,0,0,0,0,0,0,722.2707,0,0,513.9886,0,0,0,648.26416,0,624.0337,0,0,0,0,0,0,0,0,0,0,0,0,0,531.0925,0,711.0402,0,0,0,0,0,0,0,0,718.91205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5926,70.00640866288447,20.506428,,,,,,,,,,,0,0,0,0,0,0,713.3266,2465.297,0,765.76105,678.086,0,0,0,0,0,0,565.43085,0,0,0,701.5234,0,0,0,632.64594,0,631.4129,0,867.51685,0,0,0,0,0,0,0,0,0,817.46423,0,0,1236.9359,0,0,848.6793,0,0,0,0,0,862.9209,0,0,0,810.70776,0,
14040,70.00684898435703,39.713333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1738.5061,0,0,0,0,0,1782.8398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576.2537,0,0,
2826,70.00715777253718,11.462857,,,,,,,,,,,0,0,736.1733,0,0,0,0,0,0,0,0,1183.1804,0,0,0,0,0,0,0,0,0,0,1163.2533,0,0,0,0,0,0,538.1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004.08563,0,0,0,0,0,0,725.3312,0,0,697.8094,
5811,70.00730768868112,20.31,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,477.2805,0,0,0,0,0,0,542.3946,0,0,0,0,905.81696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632.6473,0,0,0,0,835.6022,0,0,0,0,0,0,0,0,788.357,0,
2709,70.00762141353076,10.962621,,,,,,,,,,,0,746.3119,1474.7522,801.0154,744.9951,0,791.51587,590.38446,0,525.5417,0,0,0,645.053,1067.7487,602.38214,0,0,0,590.56165,846.72705,0,0,0,0,0,0,0,0,0,619.24976,940.05493,0,0,0,0,0,0,804.10364,0,747.11145,0,0,0,696.2566,743.05756,0,0,0,0,0,0,0,996.5456,886.73486,0,937.82117,
5988,70.0077457339474,20.566177,,,,,,,,,,,0,2286.5654,0,0,2454.3167,820.66034,0,0,693.13275,0,0,0,0,816.9088,0,737.0569,0,0,0,0,0,0,0,628.51587,736.93036,0,708.2432,0,658.8895,0,0,772.17456,0,0,0,0,733.6087,0,0,0,1110.8973,0,0,0,1023.70776,0,0,625.0376,512.11475,0,724.88916,0,0,0,0,0,0,
4694,70.0079635489585,17.357187,,,,,,,,,,,0,660.6581,1689.967,1169.3168,724.20496,697.09644,0,0,0,539.5054,0,0,0,637.5449,943.16675,616.4021,0,0,884.42957,635.14874,0,0,0,0,0,0,0,0,0,0,0,1606.205,0,0,0,0,0,0,0,0,0,0,0,588.4426,0,0,0,0,0,0,680.7551,755.35864,0,0,0,0,777.338,
1228,70.00793550883067,5.885455,,,,,,,,,,,0,0,1068.4933,0,0,868.42267,0,0,0,0,543.9758,0,0,0,1243.5691,0,0,694.0043,0,0,1171.9739,662.96533,0,0,0,0,0,0,748.59924,0,676.90125,0,0,903.7208,0,0,727.03107,0,0,0,757.272,762.8496,644.647,849.4351,0,0,0,887.6185,845.2327,0,797.3936,0,0,1213.7853,1273.662,755.4371,1107.9994,
2902,70.00794948421921,11.775,,,,,,,,,,,0,0,0,0,0,0,829.11475,0,635.76526,0,0,0,0,602.9843,0,0,0,0,0,0,0,0,0,0,0,0,615.1896,0,0,0,567.2674,0,0,0,0,0,0,0,767.2033,0,800.3544,0,0,0,747.14905,0,0,0,0,0,0,0,0,0,0,0,0,
1747,70.00799781019728,7.4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758.4351,0,0,0,0,0,0,0,0,0,621.049,545.5603,0,0,0,0,0,666.7581,0,0,0,0,702.0265,0,0,0,0,610.02124,0,0,0,721.11017,520.9307,0,0,0,0,0,0,0,0,
1988,70.00806247735483,8.35,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,998.43677,696.1876,0,0,0,0,0,0,0,0,0,918.59106,0,0,0,0,0,0,0,0,0,0,1160.7565,0,0,0,779.13275,0,0,0,0,702.18665,0,0,0,943.203,0,531.4763,0,0,0,0,0,0,0,0,
4876,70.00810133804434,18.215626,,,,,,,,,,,0,0,0,0,0,682.54694,0,0,0,524.3606,0,0,0,0,0,595.73816,0,458.3877,0,0,0,0,0,0,0,0,0,0,581.55084,510.1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638.3282,0,0,608.2628,0,0,0,0,0,0,
5076,70.00822666332995,18.935625,,,,,,,,,,,0,0,0,0,0,673.67084,0,0,0,530.2223,0,0,664.00946,609.0261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560.2063,0,542.89996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527.9091,0,0,607.90784,0,0,0,0,0,0,
1758,70.00848758181532,7.458,,,,,,,,,,,0,0,1053.9183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562.5796,0,0,0,0,0,603.3645,0,0,638.0474,0,0,0,0,0,978.7185,
3202,70.00851148380671,12.7524395,,,,,,,,,,,0,809.03827,3307.2178,1583.428,770.2308,641.72705,1537.2697,570.96765,895.7398,0,0,1186.7594,0,746.0876,1985.946,703.30237,924.6777,0,1384.2573,790.1805,1498.0726,666.5636,1198.1794,881.2063,820.0677,876.43054,0,0,613.5907,0,638.0072,1650.7535,0,663.3279,0,939.4851,676.2223,0,805.0834,854.0647,917.78815,0,594.31805,0,826.68353,905.50867,1105.7607,629.1981,0,0,584.64923,1024.4727,1067.8453,1651.7097,1553.5342,0,1718.1036,
781,70.00857554859459,4.8026924,,,,,,,,,,,0,0,889.2151,0,923.0896,0,0,757.5414,0,795.15594,0,0,1000.46454,0,1003.5149,0,1059.458,559.305,905.8408,0,954.5982,744.17816,0,702.6917,0,0,0,0,0,0,0,0,699.8869,770.2929,838.1092,917.63226,0,776.6571,962.7548,0,0,645.63715,0,740.29846,0,985.02386,0,0,645.4891,0,0,0,0,912.94086,977.8385,790.1167,964.9405,
4113,70.00858989032729,15.900279,,,,,,,,,,,0,1625.6757,1626.1132,1616.9902,0,0,0,0,1484.0386,0,0,0,0,0,0,1571.9722,1761.8735,0,1592.3772,1207.0549,0,1334.6205,0,0,0,1175.0902,0,0,1352.4855,0,0,0,0,0,0,0,1438.8644,0,1574.4508,0,1302.9869,0,613.8754,0,0,0,0,1433.9376,0,0,0,0,1407.95,0,0,644.1569,0,
1168,70.0086199994552,5.753542,,,,,,,,,,,0,0,0,0,0,659.3681,813.42725,599.9997,0,0,0,0,0,683.97485,0,617.7891,999.7594,0,0,600.2435,799.6512,0,0,657.4371,0,0,604.8683,518.0007,585.763,0,598.9284,0,712.1435,0,685.59955,0,635.31415,622.5201,0,0,0,604.33704,0,596.42206,0,0,0,0,663.5067,0,629.5747,0,0,802.34814,0,647.85614,738.93726,
2984,70.00879126656658,12.085,,,,,,,,,,,0,0,794.4894,0,0,0,0,0,0,0,0,0,0,0,986.7293,0,0,0,0,0,0,0,0,0,0,0,0,0,643.4825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738.9438,0,970.46423,854.2739,0,1101.5054,
828,70.00901460654062,4.912069,,,,,,,,,,,0,745.67377,810.9124,0,794.26776,0,0,0,0,0,0,0,0,720.1311,0,722.9294,902.93726,581.4479,868.2883,0,889.5989,639.52893,0,0,736.8647,642.54694,0,0,651.73883,573.29877,664.4279,730.46844,0,808.78394,719.8797,774.4374,0,0,0,0,0,0,596.7401,0,0,884.7156,0,729.5041,0,686.5868,684.65967,879.79047,0,898.9297,932.8679,664.323,922.2697,
4172,70.00923846611546,16.02,,,,,,,,,,,0,0,0,0,1779.4338,2044.368,1782.187,0,0,0,0,0,0,1638.3197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1779.4701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858.4878,0,0,0,0,0,0,
1965,70.0095230364673,8.247,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,614.3413,0,0,0,857.93756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869.2968,0,0,0,0,0,0,728.97485,0,0,0,0,0,766.5649,0,0,0,0,0,
11393,70.00955866284082,29.70833,,,,,,,,,,,0,963.9722,0,5528.8433,940.7673,0,739.01306,604.9954,0,0,0,0,0,0,1603.9244,0,998.31445,0,4039.4548,1186.8899,0,0,0,0,0,1071.4224,0,0,0,0,0,0,5552.014,1258.3256,902.748,1226.9421,0,2063.46,1037.6146,851.4894,730.9915,0,0,0,0,0,0,0,0,3996.8467,0,0,1517.969,0,833.7548,0,0,
7744,70.00984225611008,23.9965,,,,,,,,,,,0,1076.7672,0,0,1125.1644,0,0,789.2043,0,0,0,0,579.23114,0,0,0,0,0,1055.6055,0,0,0,0,0,0,0,0,0,0,0,0,0,697.9546,1084.8438,0,0,0,1039.7803,0,0,0,0,0,0,692.1987,0,0,0,0,994.6437,0,0,0,0,0,0,0,
1722,70.0100625035399,7.318937,,,,,,,,,,,0,785.2825,1319.3335,811.49884,841.15234,857.0193,808.10394,715.94965,878.60345,752.5178,0,0,697.4096,913.36743,1041.082,835.7996,799.8166,637.6087,901.11475,604.1703,904.2226,757.48315,0,728.136,776.73486,695.92773,660.8084,0,740.8117,619.34784,726.0899,922.3825,0,660.151,757.97845,915.5181,759.7777,680.7571,882.4426,735.3877,830.42694,0,712.90063,0,828.7401,874.4861,0,787.3959,0,666.81464,800.31024,917.70905,989.89966,1270.6969,906.54987,636.5718,1186.762,
7532,70.01013594421426,23.551668,,,,,,,,,,,0,812.3423,0,925.4462,890.42694,681.9957,719.87415,576.2936,765.8643,567.5525,0,0,0,962.77576,0,942.1608,0,0,0,724.2789,0,0,0,0,0,677.2828,914.237,0,658.1386,684.9925,992.66296,887.3566,0,0,0,0,0,0,0,0,2756.6848,0,1140.5554,0,2568.138,0,0,0,0,0,622.8375,0,0,0,0,0,0,
3073,70.01014602032723,12.400001,,,,,,,,,,,0,0,0,0,0,644.5574,0,0,0,0,0,0,596.4204,652.5139,0,0,0,0,0,0,0,0,0,0,620.54755,0,0,0,0,0,0,0,0,0,0,0,662.1909,0,0,0,715.15265,0,0,0,0,0,0,599.78394,0,0,567.847,0,0,715.5181,0,0,0,
1324,70.01027645601579,6.153333,,,,,,,,,,,0,0,0,0,982.87286,0,957.35925,0,0,0,0,0,0,726.09283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1242,70.0102901073765,5.950143,,,,,,,,,,,0,1501.695,0,991.95654,1488.0778,884.46027,1054.3224,1166.2877,751.13336,813.5312,0,956.15204,976.6437,968.4253,0,966.2638,1608.5211,0,1029.2014,687.169,0,0,888.7849,1017.49426,928.9094,700.2962,680.64465,626.4652,0,658.66364,669.21967,1252.6826,1112.5983,0,836.221,999.3315,0,879.73584,1573.6552,832.1013,0,0,0,0,0,1163.6548,853.948,0,0,1082.9238,0,1259.1206,1108.9768,0,0,0,0,
4058,70.01029712048289,15.809999,,,,,,,,,,,0,0,0,0,0,0,0,1191.1508,0,1405.3789,0,0,1377.1288,0,0,0,0,0,0,1210.3547,0,0,0,1388.8077,1372.2971,1178.5505,1435.1481,0,1346.3047,0,0,0,0,0,0,1307.0189,0,573.68713,0,1135.5479,0,0,0,0,0,1400.9532,0,0,0,0,0,1468.2373,0,1497.1948,0,0,1421.4338,
2366,70.010495298827,9.896667,,,,,,,,,,,0,0,916.5378,0,0,0,707.764,0,0,564.2736,486.6816,0,0,0,0,0,0,0,0,0,0,0,0,620.97614,661.3099,0,788.0458,499.57437,611.19025,733.81433,542.473,730.29193,0,610.2252,818.5894,942.3387,0,0,0,0,0,528.55835,0,0,0,0,0,581.70447,0,0,583.1089,0,1074.4946,887.6247,0,0,863.2321,
4410,70.01061848386675,16.574062,,,,,,,,,,,0,788.4855,1179.1952,865.5149,946.4874,1090.2854,857.678,729.68555,1069.2295,752.95654,515.5574,2148.648,687.62665,775.9856,962.58875,785.628,876.1546,539.9523,1067.0177,2024.9595,0,1268.3583,2078.8545,916.91437,977.9297,1709.5449,762.17456,2520.8518,689.16016,667.73425,984.1278,913.3305,0,688.7601,1215.6462,1315.9866,1190.1013,585.44135,818.9353,2796.079,731.29224,2683.737,875.2815,3032.403,814.9513,890.0079,2106.833,676.2808,2440.1216,0,1034.7845,825.4302,1369.3043,999.2056,845.3959,3555.0894,987.9402,
4008,70.0107308076707,15.707143,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,927.2592,0,0,0,0,0,0,984.5554,0,0,0,0,0,0,0,0,0,0,0,1165.8989,0,0,1185.88,0,1195.0654,0,0,0,0,0,0,0,0,0,1146.4027,0,0,0,0,0,0,0,0,0,0,1198.5159,0,
5281,70.01077513949818,19.48577,,,,,,,,,,,0,699.30695,770.7251,816.7862,0,646.63385,856.02875,0,643.35144,526.1896,0,0,0,708.46454,0,591.17883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722.39557,832.47955,0,0,0,0,0,0,0,0,756.4312,0,0,0,0,0,0,0,530.69696,0,0,0,0,0,0,0,0,
7898,70.01094047782394,24.355001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,929.93005,0,0,0,0,0,0,0,0,0,0,954.59985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892.4998,0,0,0,0,0,0,0,0,0,0,
3965,70.0111304509387,15.638124,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050.1036,0,0,0,0,0,0,0,0,0,978.6901,1232.0281,0,0,733.916,1040.2314,899.73224,0,0,0,0,0,1111.2213,0,0,1138.8411,0,0,0,0,
4242,70.01117302885672,16.138,,,,,,,,,,,0,0,0,0,0,0,0,546.9853,0,592.1546,0,0,570.09314,0,0,753.64435,792.00586,0,0,0,0,626.46454,0,743.69727,0,0,0,0,634.25006,0,0,0,0,0,0,0,651.4704,0,754.50964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3261,70.01127616521293,12.850454,,,,,,,,,,,0,0,0,0,722.0781,0,0,545.7551,0,593.1053,0,909.9598,594.3576,0,0,0,822.3756,0,0,0,0,0,0,635.17914,0,0,0,507.97974,0,0,0,0,0,0,0,0,0,0,798.1141,0,0,0,0,0,0,0,890.09674,0,0,0,570.7581,0,0,0,0,0,0,
3007,70.01150798424278,12.167894,,,,,,,,,,,0,0,0,0,0,630.1059,1025.3047,535.6205,0,534.7143,0,0,0,0,0,598.9614,734.2638,0,0,0,0,614.96405,0,794.5832,808.74567,0,750.97906,0,559.17096,626.73425,562.3527,0,0,0,0,0,0,0,708.74536,0,921.61035,0,643.38477,0,912.2344,0,0,539.9294,0,0,594.7293,0,0,0,0,0,0,
14955,70.01159000811201,42.703335,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832.4802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116.8022,0,0,953.1834,
11766,70.01174956643702,30.685999,,,,,,,,,,,0,0,0,1918.7021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365.1288,0,0,0,0,0,0,0,0,0,0,0,0,0,1630.2305,0,0,0,0,722.2377,0,0,0,0,0,0,0,0,0,0,0,1128.4956,0,0,0,0,0,0,0,
10956,70.01176613418858,28.973333,,,,,,,,,,,0,0,0,3074.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963.295,0,0,0,0,0,0,0,0,0,0,0,0,0,2644.5266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9592,70.01198517107107,27.472502,,,,,,,,,,,0,0,0,0,0,0,0,0,0,622.1203,472.90094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8231.741,603.42365,0,0,0,0,0,0,0,0,0,0,0,588.30273,0,0,0,8959.215,0,0,0,0,
9211,70.01202953807756,27.100418,,,,,,,,,,,0,0,0,0,0,0,1676.6398,0,0,0,523.98627,0,0,0,0,0,0,512.218,0,0,0,0,2068.6912,0,0,0,0,3208.522,0,0,1779.9081,2302.5388,0,0,0,0,0,0,0,0,2227.3171,0,1004.46094,4035.8767,1581.7454,0,0,0,0,0,0,1647.1635,0,0,0,0,0,
3833,70.01244921588663,15.235416,,,,,,,,,,,0,0,0,0,0,0,806.324,0,703.32166,623.884,0,1071.8784,648.1481,726.37134,0,673.4325,985.49524,0,0,0,0,804.51227,1024.2762,781.55084,777.88983,0,0,0,0,542.5871,0,0,674.27527,0,0,0,695.1056,568.2632,904.82806,0,758.9902,525.252,613.2298,0,0,0,1045.2922,0,525.54694,645.0314,545.35406,0,0,0,0,0,0,
1029,70.01264498524792,5.375,,,,,,,,,,,0,0,1610.6404,0,0,0,0,0,0,0,0,0,0,0,1717.9686,0,0,0,0,0,1611.9788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899.1357,0,0,0,0,0,0,0,0,0,1588.4479,0,0,1583.5619,
9034,70.01291391027709,26.830557,,,,,,,,,,,0,0,0,862.185,0,0,751.8339,0,629.96405,0,0,0,0,0,0,0,0,0,0,0,0,603.67084,961.76624,0,0,648.6989,0,0,0,0,0,846.8408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809.80615,0,0,626.21313,0,
9163,70.01561073529068,27.015383,,,,,,,,,,,0,0,1479.8525,1083.136,0,1439.0961,0,0,890.49524,811.73096,495.4057,2267.0972,0,1356.6421,0,1185.5887,0,529.54333,0,0,0,776.4891,2213.7822,1055.4825,983.7175,0,1433.8572,0,1325.0284,1152.9749,0,0,0,0,0,0,748.3279,0,0,0,0,1988.6735,0,0,0,1363.5472,2101.5613,1077.8218,1840.8716,0,1090.9487,0,0,1061.7253,0,0,1064.9965,
2799,70.01304402915805,11.359,,,,,,,,,,,0,0,0,0,0,0,0,0,778.3047,0,0,0,0,603.41846,0,0,837.3341,0,0,0,0,707.0896,0,637.985,0,0,572.1965,0,0,0,0,0,0,0,0,0,766.2553,0,794.0343,0,0,0,0,0,0,717.29584,0,0,0,0,0,849.0817,0,0,0,0,0,
