row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,53_Brote_24_ 8mg_2.mzXML Peak height,65_QC.mzXML Peak height,50_Brote_24_ 8mg_1.mzXML Peak height,39_Callo_52_9mg_1.mzXML Peak height,57_Brote_27_8 mg_3.mzXML Peak height,24_Brote_33_4mg_1.mzXML Peak height,21_QC.mzXML Peak height,47_Brote_12_5mg_1.mzXML Peak height,38_Callo_40_2mg_3.mzXML Peak height,28_Brote_24_ 8mg_3.mzXML Peak height,9_QC.mzXML Peak height,63_Brote_6_8mg_2.mzXML Peak height,10_QC.mzXML Peak height,29_Brote_25_ 3 mg_3.mzXML Peak height,55_QC.mzXML Peak height,25_Brote_44_2 mg_3.mzXML Peak height,23_Brote_50 _ 1mg_2.mzXML Peak height,35_Brote_76_08mg_3.mzXML Peak height,26_Brote_6_8mg_1.mzXML Peak height,43_Brote_33_5 mg_2.mzXML Peak height,41_Brote_12_5mg_3.mzXML Peak height,36_Callo_40_2mg_1.mzXML Peak height,44_QC.mzXML Peak height,15_Brote_76_08mg_1.mzXML Peak height,58_Brote_22_3mg_1.mzXML Peak height,66_QC.mzXML Peak height,45_Callo_52_9mg_2.mzXML Peak height,12_Brote_14_5mg_1.mzXML Peak height,20_Brote_6_6mg_1.mzXML Peak height,46_Brote_33_4mg_3.mzXML Peak height,5_Ext_blank.mzXML Peak height,40_Brote_6_6mg_2.mzXML Peak height,19_Brote_22_3mg_2.mzXML Peak height,11_Callo_52_9mg_3.mzXML Peak height,48_Brote_6_8mg_3.mzXML Peak height,59_Callo_40_2mg_2.mzXML Peak height,14_Brote_44_2 mg_2.mzXML Peak height,27_Brote_12_5mg_2.mzXML Peak height,30_Brote_33_4mg_2.mzXML Peak height,31_Brote_22_3mg_3.mzXML Peak height,42_Callo_56_2mg_2.mzXML Peak height,16_Brote_25_ 3 mg_1.mzXML Peak height,32_QC.mzXML Peak height,54_Brote_44_2 mg_1.mzXML Peak height,17_Brote_33_5 mg_3.mzXML Peak height,18_Brote_6_6mg_2.mzXML Peak height,34_Brote_14_5mg_2.mzXML Peak height,49_Brote_27_8 mg_2.mzXML Peak height,22_Brote_76_08mg_2.mzXML Peak height,61_Callo_56_2mg_3.mzXML Peak height,62_Callo_56_2mg_1.mzXML Peak height,13_Brote_50 _ 1mg_3.mzXML Peak height,52_Brote_14_5mg_3.mzXML Peak height,64_Brote_25_ 3 mg_2.mzXML Peak height,51_Brote_33_5 mg_1.mzXML Peak height,60_Brote_50 _ 1mg_1.mzXML Peak height,37_Brote_27_8 mg_1.mzXML Peak height,
733,109.07975002986349,55.714996,,,,,,,,,,,3446.2507,0,3511.7798,0,0,0,0,0,0,3104.561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
481,110.05973778733919,55.33,,,,,,,,,,,1825.6149,0,2009.6503,0,0,0,0,0,0,1569.3191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
117,110.08196277888669,54.317356,,,,,,,,,,,0,1416.8362,0,1594.7241,1543.691,2098.185,1825.8722,1331.0148,1585.1539,0,1256.4769,1316.2034,1301.919,1677.1346,1438.7107,1651.7173,1989.2118,2324.7058,1251.7588,2259.5374,1514.459,1430.901,1831.5276,2589.144,1797.9653,1494.3668,1626.5548,2368.865,2334.4507,1825.4465,0,2410.218,2496.0547,1391.7623,1216.5934,1272.4828,1568.8003,1472.5406,1881.0232,2353.518,2235.83,1698.3417,1714.4276,1556.032,1884.1625,2377.6394,2560.913,2031.9657,2948.3105,1978.7855,1986.2638,1728.3452,2751.4976,1557.9343,2011.2955,1446.7551,1970.9523,
568,110.08913341995047,55.62811,,,,,,,,,,,1238.4685,2285.9238,1317.1556,2467.4263,2811.0112,3575.4841,2901.7183,2275.7415,2454.3433,1240.4584,2064.9766,2490.562,1873.5021,2617.8015,2497.2852,3242.8123,2180.862,4857.312,2515.0378,3892.5063,2523.1145,2330.7456,3077.8687,4918.3477,4131.6323,2573.5142,2558.8254,2998.701,2521.5518,3532.5505,0,2692.652,4685.3975,2034.8673,2713.694,2148.944,2731.1128,2450.1733,3331.055,4731.5146,2679.57,2749.0676,2811.8542,3005.5564,3042.566,2544.0305,3064.1243,3718.9207,5335.77,2486.007,2443.7336,1883.5009,3463.494,2669.5947,3490.2507,1729.1346,3446.2935,
327,110.0934601078184,54.76687,,,,,,,,,,,2626.7283,6333.4634,2575.403,9172.66,6813.9263,9187.497,8112.659,6130.493,8900.827,2668.9932,5975.8296,3894.7014,5758.147,7753.321,6829.3774,8201.697,8264.828,8287.858,3737.6423,9128.517,6509.047,8184.4272,8063.791,8328.434,8343.696,7471.2573,9369.141,12341.331,12959.183,8981.302,0,13781.284,9719.495,7637.1787,3888.195,8017.8276,7274.9644,6355.036,8751.151,9301.655,11296.524,7834.2153,7858.067,7773.6084,7010.199,13247.385,13278.181,8626.431,9328.813,11173.988,11724.682,7330.9946,14315.142,8194.362,8103.0244,7135.0996,8265.456,
482,111.05844059428136,55.33,,,,,,,,,,,1610.3717,0,1657.032,0,0,0,0,0,0,1494.5328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
374,111.0807428047785,54.767406,,,,,,,,,,,1949.7378,3981.0376,1981.2406,5715.389,3971.6711,5659.084,5050.697,4051.101,5400.231,1999.4034,3689.6558,2710.4878,3648.5967,4828.2515,4355.55,4934.7095,5310.966,4957.438,2539.4607,5545.23,4182.152,5029.4688,5056.476,5062.7827,5199.288,4681.686,5740.8345,7642.838,8292.024,5508.704,0,8664.625,6074.2637,4808.8193,2729.4756,4818.0137,4548.786,4168.113,5306.6636,5792.4897,7153.1846,5017.7617,4890.5215,4761.1895,4338.6235,8264.274,7911.712,5368.966,5852.6196,6687.1646,7100.9976,4563.9155,8778.621,5024.9214,5029.146,4453.0312,5064.4717,
132,111.08074775374183,54.317467,,,,,,,,,,,0,2374.0833,0,2728.896,3046.0242,3509.6497,3226.929,2289.7058,2747.749,0,2277.7424,2071.216,2317.5195,2740.506,2816.943,3001.9622,3402.0706,4645.209,2020.24,4313.3237,2548.0808,2639.673,3391.6394,4696.296,3742.9993,2867.801,2864.2825,4438.82,3955.835,3318.8965,0,4126.824,4757.7017,2405.5117,2016.7058,2278.9634,2738.4944,2413.8604,3409.103,4546.5854,4265.7217,2845.7747,3119.1475,2779.5754,3286.2732,4043.5002,4751.6377,3907.0466,5687.337,3897.9756,4105.232,2992.83,5085.695,2814.1003,3948.8928,2691.435,3892.6133,
626,111.08635018830107,55.62865,,,,,,,,,,,2377.3716,4688.231,2368.9424,5364.4927,6321.406,7909.1904,6205.9453,4842.5044,5321.409,2257.083,4389.8276,5510.07,4168.9297,5500.619,5435.713,6884.0176,4431.493,11116.121,5119.5513,8413.889,4951.578,5060.2495,6332.626,10946.449,9480.294,5744.774,5580.957,6402.3745,5271.396,7912.6323,0,5396.3784,10724.496,4169.7515,5465.483,4853.8047,5981.0703,4944.088,7525.47,10795.608,5365.2188,5862.8765,6197.0903,6620.522,6722.283,5280.1045,6931.5938,8109.66,12230.197,5445.0923,5555.2075,3784.2683,7485.1353,5930.582,7664.323,3786.8315,7504.5493,
463,112.03356390185301,55.073494,,,,,,,,,,,0,0,0,785.70087,0,0,0,0,776.0134,0,0,0,0,0,0,706.9238,926.1661,0,0,0,0,0,0,0,0,0,786.91534,0,0,0,0,0,0,0,0,0,0,0,0,0,930.255,0,0,0,0,0,0,0,0,762.49164,840.9581,759.0134,0,0,0,591.45667,0,
830,112.04019372974749,56.22,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1719.9039,0,0,1384.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1816.8888,0,0,0,0,0,0,0,0,0,0,0,
56,112.0607332191041,54.31624,,,,,,,,,,,0,0,0,0,549.6058,782.0784,805.203,656.4926,0,0,517.1808,0,583.6185,678.6731,624.4714,0,835.4583,822.29126,0,794.8637,0,664.7257,736.3207,934.34454,601.1765,659.94476,0,822.29584,0,688.3612,0,0,917.8735,0,654.353,543.80975,713.5074,0,0,811.26904,939.3789,781.01404,656.64465,644.12946,690.5492,0,806.9745,704.9706,927.6512,793.0379,0,0,830.26184,681.49854,668.4083,0,732.6505,
547,112.06673658265136,55.62779,,,,,,,,,,,0,827.8052,0,930.0726,905.0814,1153.9517,1056.8866,854.73224,898.39685,0,755.77704,0,774.59235,964.11115,922.4325,981.0745,873.0873,1360.0867,0,1240.7643,899.15985,870.0376,968.8993,1428.0203,1192.3047,832.7587,929.9183,1011.5178,0,1121.9509,0,1146.6162,1407.9572,820.8006,915.5074,726.77246,988.0114,917.9137,1086.3704,1432.9686,1066.579,983.82904,961.931,949.9539,978.6803,1158.6361,1078.7898,1101.0778,1562.3704,870.98334,944.59985,860.09875,1068.7427,882.4838,1056.1003,665.9506,977.67114,
383,112.06780640459678,54.767548,,,,,,,,,,,0,1053.9493,0,1453.4939,1036.6616,1397.5616,1378.1779,1174.2657,1445.5184,0,1031.0226,0,995.4838,1309.8009,1148.6885,1358.3871,1372.8921,1153.0298,0,1392.3809,1211.8921,1326.8574,1382.3417,1293.2083,1265.2498,1104.1886,1519.4377,1805.9036,2097.4773,1397.1484,0,2126.9043,1531.1268,1254.7754,883.03955,1217.7294,1227.9497,1233.0553,1374.5106,1418.9487,1750.2026,1361.1177,1288.6489,1227.7614,1087.5391,2075.0542,1836.5096,1264.4806,1589.8398,1636.3406,1701.429,1293.7728,1958.6254,1290.5691,1305.9944,1126.03,1313.458,
406,113.04223113961739,54.768494,,,,,,,,,,,0,0,0,0,528.85126,768.5639,749.6764,0,712.14154,0,0,0,0,0,0,707.8032,0,622.0458,0,732.4557,0,0,711.1726,645.69434,646.48315,612.52924,0,850.42725,1132.8411,662.117,0,1096.6361,766.9434,0,0,0,673.3694,685.13434,668.53876,790.2733,829.2092,767.1677,711.42236,632.8094,586.61,1154.422,881.254,609.38934,742.2344,786.4855,0,0,909.8107,0,678.9477,0,706.5901,
445,113.07089539403992,54.839,,,,,,,,,,,0,0,0,0,572.1206,0,0,0,0,0,0,889.4891,0,0,0,0,0,0,906.847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897.101,0,0,657.3501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
172,113.07981223632777,54.31807,,,,,,,,,,,0,0,0,0,496.1801,614.9771,661.16473,0,0,0,0,0,0,0,0,544.6084,0,687.79047,0,673.7591,0,0,0,758.81335,506.13208,509.52728,0,667.1618,0,605.23834,0,0,791.0484,0,0,0,565.70544,0,606.02057,715.2785,747.22363,0,601.79926,572.32916,557.53577,0,748.662,614.02094,891.25726,587.474,0,0,767.3276,0,632.0454,0,632.02057,
634,113.08337797834552,55.628754,,,,,,,,,,,0,0,0,0,899.6401,1132.8693,1040.6238,0,954.0487,0,0,930.4433,0,0,0,1139.3524,0,1488.4054,956.6806,1356.7777,0,0,1049.8552,1537.8411,1305.5619,907.1896,0,1014.16675,1127.7349,1232.8486,0,1159.153,1616.1484,0,900.05884,0,939.53906,887.0366,1126.6663,1492.527,955.9444,991.14417,1025.7296,982.4995,1056.2858,1074.3024,1083.3041,1211.3328,1763.6355,905.16315,0,0,1181.6836,0,1063.8173,0,1047.1481,
428,114.04301576231272,54.771427,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894.04803,994.4083,0,0,1030.083,0,0,0,0,0,0,0,0,947.9134,0,0,0,0,1018.2399,903.9026,0,0,0,0,0,1017.9183,0,0,0,0,
737,114.99551516618895,55.715,,,,,,,,,,,1661.4266,0,1678.5469,0,0,0,0,0,0,1677.1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
363,115.00546311705864,54.76731,,,,,,,,,,,1719.5833,2579.5178,1658.8591,3408.1675,2425.3462,3164.9062,2976.162,2551.0076,2985.1985,1638.9585,2031.881,1990.947,2052.4907,2943.3665,2756.613,2977.8667,3060.1582,2735.1614,1941.6992,3241.5374,2816.3848,3016.8977,3086.1807,2720.0347,2950.057,2775.664,3304.3606,3748.6382,4395.5015,3163.546,0,4590.7563,3300.3152,2508.6802,1960.2102,2926.0344,2492.8572,2655.6995,3172.9395,3359.27,3909.1228,2792.212,2963.3218,2903.9736,2517.0288,4180.4062,3983.6143,3060.1897,3353.7297,3775.2766,3873.8215,2678.3508,4546.8965,3060.7385,3007.9143,2712.7349,3013.1482,
180,115.0057295301724,54.318336,,,,,,,,,,,0,1521.3162,0,1730.1818,1510.0137,1801.3668,1687.07,1515.5414,1727.8235,0,1147.4393,1428.8689,1250.0197,1702.7029,1614.7588,1634.082,1838.2661,2012.1543,0,2022.9425,1642.4681,1593.7054,1921.0059,2102.7231,1760.9059,1698.8853,1717.0121,1972.4697,2090.4805,1728.8584,0,2255.297,2098.7327,1324.2576,0,1440.8829,1588.6898,1734.4937,1707.1582,2065.0522,2194.4832,1588.2402,1666.3259,1711.3815,1721.443,2078.4482,2010.1615,1996.0448,2420.2944,1813.133,2010.1997,1521.699,2335.8735,1595.5038,1910.0935,1602.5227,1952.3698,
646,115.007675577246,55.628975,,,,,,,,,,,1510.016,1932.5367,0,2012.5276,1901.7195,2392.7793,2199.9653,1909.659,1931.4266,0,1429.8728,1978.0892,1458.3031,2013.3413,1928.7006,2198.3281,1886.6976,2970.529,1957.9905,2507.7202,1931.827,1813.273,2205.7349,2699.994,2514.9248,2097.9749,2030.2007,1882.1163,2164.8032,2414.4824,0,2212.1462,2860.8757,1554.7284,2127.6536,1801.5057,1958.8644,1969.8196,2404.542,3032.3286,2062.3962,2013.659,2076.701,2206.1748,2107.8572,2225.4592,2231.6106,2516.9363,3269.726,1940.1105,1952.6238,1530.5182,2354.7605,2090.16,2458.129,1540.2053,2360.8518,
749,116.02167685271331,55.716663,,,,,,,,,,,951.4018,0,880.7378,0,0,0,0,0,0,1280.9421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
538,116.0286793231442,55.627586,,,,,,,,,,,868.53253,1027.6976,0,1264.695,1002.1644,1507.9012,1571.4469,1193.6339,1192.085,0,1062.2098,1272.3331,1070.9412,1565.3217,1052.7646,1461.4243,1278.4606,1602.6927,1680.8666,1643.286,1483.8693,1184.2184,1287.2834,1774.9225,1304.354,1101.3394,1214.1788,1594.7467,2387.2178,1408.8395,0,2160.302,2057.5476,1185.294,1333.3488,883.03235,1367.0667,1496.6495,1586.6329,1894.1997,1368.7054,1547.3193,1201.2517,1180.4553,1388.0392,2516.465,1257.6486,1403.8666,2026.8009,1044.9415,1097.337,1223.7742,1383.2603,1319.7528,1315.51,823.9219,1315.2573,
283,116.031375367119,54.76624,,,,,,,,,,,1097.862,1464.4064,1032.322,1927.7286,1308.5881,2037.9261,1990.6538,1641.1802,1839.6283,1213.2157,1314.9117,1456.6597,1317.7411,1992.6431,1500.9133,1685.7087,1901.3337,1479.8523,1549.7859,1901.4835,1878.3298,1679.7777,1945.3142,1754.1465,1593.9141,1491.9739,1885.3384,2484.0894,3531.5872,1889.3135,0,3321.9355,2323.6853,1656.3772,1461.0559,1453.1023,1635.189,1784.1154,1953.6077,2039.9131,2348.155,1934.0869,1787.3374,1547.1089,1561.0635,3350.667,2246.3132,1850.3694,2153.792,2054.3848,2089.2092,1820.2903,2555.0898,1775.9396,1607.6335,1472.9437,1739.7584,
93,116.03179484804541,54.316933,,,,,,,,,,,0,0,0,1027.4325,736.9062,1172.301,0,0,0,0,0,0,0,0,0,1050.4442,1227.5842,1007.1651,0,1228.6721,0,929.5708,0,1436.6754,819.3459,761.2449,1024.6351,1267.0101,0,1012.64923,0,0,0,961.43677,0,699.18604,1127.9653,0,1140.3596,1281.1543,1276.3234,0,0,913.883,1134.2648,0,1172.0419,1091.0614,1610.7614,1025.5459,1094.3152,0,1270.6322,0,954.8761,771.8444,1031.6581,
569,117.03177145760154,55.62811,,,,,,,,,,,3688.934,5860.1777,3621.403,6400.1514,7171.4126,9097.685,7541.0156,6515.931,6432.819,3689.977,5216.4326,7454.8364,5132.179,7079.253,6387.8306,7977.3535,5797.1084,11707.108,7802.3354,9396.318,7003.303,5979.629,7520.55,11127.963,10276.672,6692.3833,6372.984,7711.0854,10430.15,9131.066,0,10372.598,12196.836,4836.48,7545.449,5885.597,6648.9087,7111.951,8728.7,12371.979,6740.597,7357.9297,7320.4497,7558.7275,7501.9746,10830.514,8214.399,9323.92,13251.669,6613.2705,6489.592,4866.465,9153.324,7287.5967,8788.453,4536.8804,8408.692,
345,117.03491358703988,54.767048,,,,,,,,,,,4837.045,9320.978,4930.928,12005.562,8618.418,12148.344,11098.73,9414.26,11559.111,4800.7007,7698.7383,7531.385,7431.2417,10978.955,9274.44,10272.555,10882.714,10387.392,7238.498,11826.194,10005.843,10739.575,11359.299,9805.715,10789.176,10325.069,12409.598,14953.623,19547.451,11930.24,0,20663.314,13354.769,9309.481,7420.245,10300.842,8705.727,9544.01,11448.3125,13110.128,14710.093,10307.979,10925.106,9956.0,9242.384,19589.264,16117.023,11715.36,12091.194,14116.783,14556.099,9268.644,18343.242,11517.301,10885.429,9460.94,10852.982,
99,117.03660189314316,54.317013,,,,,,,,,,,0,3958.898,0,4766.2437,4661.508,5577.5874,5233.184,4019.9167,4657.107,0,3389.351,0,3266.4395,4767.928,4460.1533,4781.8203,5547.7563,7083.7827,0,6469.686,4529.746,4316.073,5455.129,6814.393,5625.4297,4498.2915,4745.6675,6610.958,0,5297.5645,0,0,7004.2256,3643.3047,0,3869.5054,4154.625,4402.6255,5370.2124,7152.284,6523.797,4475.974,4861.1577,4648.869,5140.004,0,7094.4033,6589.8525,8367.229,6071.9717,6114.314,4550.351,8517.591,4823.742,5891.966,4306.709,5949.448,
121,118.04910734766011,54.317364,,,,,,,,,,,0,1765.5665,0,1907.2203,2115.901,2390.6516,2163.239,1578.4982,1789.1824,0,1490.7345,1383.4309,1410.0016,1825.4802,1880.4309,2065.2305,2241.0242,3209.9143,1330.9833,2888.034,1704.6215,1727.9238,2261.835,3131.5127,2684.8958,2053.7756,2021.9304,2889.468,2741.8738,2319.1045,0,2953.6763,3042.2263,1377.217,1397.0396,1670.6041,1720.9398,1696.3436,2220.4756,3085.9993,2624.164,1761.1903,2069.9539,2056.613,2052.642,2695.8518,3208.5066,2824.8914,3654.6863,2648.6238,2779.0654,1889.8107,3623.5208,2004.8533,2654.9587,1996.9749,2621.113,
627,118.05221032857584,55.62865,,,,,,,,,,,1278.472,2574.892,1386.8685,2787.6238,3350.531,4033.942,3074.3113,2569.1658,2800.5186,1220.863,2203.2024,2945.6519,2127.7153,2993.9692,2868.7268,3448.2822,2419.223,5484.3916,2898.291,4208.479,2659.8022,2557.2224,3294.5234,5176.2773,4931.4634,3008.8167,2768.731,3349.2285,3118.5117,4041.425,0,3209.5852,5461.468,2144.4194,3066.7078,2596.9045,2990.029,2730.5032,3903.4485,5400.07,2843.8682,2968.7192,3261.4038,3495.2964,3349.5178,3187.723,3426.4426,4190.7583,5969.65,2709.6238,2891.071,1898.5312,3847.0918,3169.061,4034.0051,2076.1975,3864.8242,
311,118.05856615031071,54.76669,,,,,,,,,,,1347.8741,2774.0383,1358.1935,3614.329,2643.6213,3713.9612,3212.7522,2706.2417,3459.3499,1313.3733,2302.3357,2029.084,2270.2302,3267.9336,2917.6545,3157.8823,3232.8074,3161.1504,1848.2694,3615.0225,2689.4949,3169.882,3411.664,3097.7905,3519.2688,3060.137,3810.0007,4620.997,5307.6436,3545.9883,0,5690.1084,3948.0818,2916.9814,1985.6489,3214.833,2791.513,2703.869,3524.425,3920.1096,4590.2617,3121.8313,3255.8918,2999.5186,2710.4883,5476.9443,4886.8687,3622.6628,3758.8127,4411.524,4670.8857,2806.9268,5540.428,3585.307,3422.5854,2958.2122,3341.3015,
723,119.03194126502801,55.713333,,,,,,,,,,,5308.616,0,5444.0757,0,0,0,0,0,0,5128.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
84,119.04761122102046,54.316845,,,,,,,,,,,0,7657.173,0,8063.2466,8864.156,10308.043,9142.188,6778.403,7842.678,0,5979.8984,0,5783.0103,7888.8364,8366.273,8641.44,9653.253,13034.271,0,11761.542,0,7422.39,9478.308,12320.405,11370.87,8691.017,8303.964,11754.758,0,10085.172,0,0,13211.458,5968.878,0,7038.8213,7050.219,6893.419,9512.631,13081.184,11351.474,7052.564,9320.804,8585.771,9236.772,0,13564.179,12094.48,15114.207,11363.646,11681.71,7629.8213,15122.755,8281.262,11206.902,8313.139,11284.629,
613,119.04905292928682,55.62847,,,,,,,,,,,6345.3696,11979.438,6615.2764,11843.474,14298.883,17671.932,15028.895,12354.997,12471.979,6289.4204,10412.996,14878.562,9869.647,13466.958,12819.452,15148.781,10493.822,23342.668,15032.623,18959.463,13160.75,11733.861,14818.139,21889.775,21325.967,13675.396,12325.893,14909.922,19809.639,18031.45,0,18853.89,24569.512,8893.15,14969.284,11414.498,12456.484,13519.026,17146.72,24611.322,13057.607,13522.907,14591.09,15156.657,14471.348,20071.064,16193.288,18566.477,25861.102,12446.3545,12817.714,8472.432,17611.18,14517.63,17292.486,9114.863,16987.072,
348,119.04909091859793,54.76705,,,,,,,,,,,8548.715,17538.178,8365.096,21803.916,17078.078,22488.088,20580.4,17376.154,21553.002,7743.1074,14300.674,13934.232,13885.961,19712.225,18388.969,19033.137,19725.871,19613.934,12852.217,22247.908,17894.527,19852.229,20676.05,18309.145,21452.482,19508.182,22617.621,28077.457,35621.824,22508.035,0,37245.3,24993.121,16996.633,13900.116,19715.402,15961.323,17365.986,21597.658,24777.488,27785.334,18505.775,20432.69,19094.516,16808.697,35776.92,30336.357,22152.436,22415.68,27046.162,27643.385,16341.29,34551.94,21518.855,20660.752,18132.248,20437.893,
831,119.05000305175781,56.22,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32149.71,0,0,24995.146,0,0,0,0,0,0,0,0,0,0,0,0,0,36315.902,0,0,0,0,0,0,0,0,0,0,0,
300,120.05458373320074,54.7666,,,,,,,,,,,2254.204,5227.135,2128.1304,7120.6323,5370.6895,7095.988,6111.933,5067.61,6680.9204,2015.187,4415.8784,3467.4966,4247.494,6017.933,5624.611,6134.0312,6364.124,6150.1914,3231.762,6960.2603,5137.49,6171.9326,6435.7437,5778.6743,6879.6406,5999.134,7208.4546,8985.952,10178.304,7012.3413,0,10768.27,7536.044,5582.7446,3389.873,6334.3013,5078.9736,5264.037,6794.051,7433.556,8956.811,5788.5693,6278.759,5939.204,5330.606,10200.298,9805.463,6788.776,6969.461,8669.252,8878.276,5201.365,11028.059,6516.1094,6567.3223,5664.571,6385.834,
598,120.05510861876733,55.62829,,,,,,,,,,,2783.1353,6250.362,2726.134,6777.2617,8226.348,9987.396,7539.547,6158.666,6738.796,2534.3347,5401.109,7237.5537,5123.255,6841.419,6985.854,8589.834,5433.5117,14285.344,6717.3823,11134.461,6326.6963,6131.965,8130.232,13531.9375,12809.054,7546.86,6878.9165,7915.184,6768.0205,10143.755,0,7015.85,13680.274,5017.234,7290.1445,6219.1694,7052.0903,6268.963,9914.06,14023.189,6787.175,6942.2896,7767.83,8766.357,8482.8,7001.853,8888.561,10793.124,15657.655,6692.8784,6969.338,4317.9956,9675.306,7645.8027,10271.723,4730.0054,9647.659,
140,120.05543384419448,54.317593,,,,,,,,,,,1273.1537,3916.6313,1256.7767,4125.575,5196.7935,5636.9175,4737.636,3242.4656,4085.2366,1152.0157,3298.0415,2939.4001,3145.0134,4059.8435,4314.2827,4605.3755,5209.969,7769.0747,2571.7495,6836.9434,3512.67,3822.1948,5081.396,7416.202,6567.4854,4753.177,4285.4595,6937.7373,5759.205,5364.5913,0,6280.6514,7515.905,3138.305,2804.2244,3677.1514,3975.8882,3407.7979,5331.1226,7409.218,6343.0073,3961.8792,4824.3706,4664.0684,5074.7217,5990.7544,7863.203,6510.0576,8562.464,6375.8374,6512.507,4041.2407,8603.897,4417.129,6299.9834,4388.3896,6260.6406,
581,121.06251981321363,55.6282,,,,,,,,,,,3752.8352,8315.73,3954.4324,9241.719,11218.23,13462.82,10043.637,8243.478,9252.72,3366.088,7032.623,9266.883,6636.001,9310.682,9539.967,11514.414,7448.5015,18945.695,8514.963,14698.137,8502.364,8496.847,10623.451,18028.746,16749.78,10132.315,9407.9,10252.6,8418.217,13710.886,0,8860.49,18338.322,6552.352,9280.746,8312.634,9903.557,8249.54,13406.942,18984.88,9279.819,9432.576,10335.041,11685.22,11338.478,8113.5317,11512.566,14353.15,20984.732,9097.575,9729.914,6022.72,13234.699,10451.834,13804.332,6538.549,13532.811,
149,121.06476889645266,54.31774,,,,,,,,,,,0,5376.509,0,5751.9004,6907.2983,7676.862,6416.3613,4565.6167,5733.9897,0,4405.277,3943.3845,4264.256,5446.684,5974.68,6168.072,6975.175,10305.751,3639.8032,9226.4,4832.2603,5257.492,7034.664,10109.273,8517.158,6366.5366,5952.675,9053.704,8084.909,7429.7773,0,8845.829,9852.03,4396.2627,3882.4082,4991.442,5240.5947,4583.5283,7203.605,9917.975,8765.828,5469.783,6508.0283,6042.221,6759.699,8093.1724,10503.857,9015.472,11868.651,8629.834,8833.726,5726.6216,11615.221,5866.323,8601.4,6020.175,8500.381,
330,121.06501655269578,54.766872,,,,,,,,,,,4953.868,12368.248,4852.34,17303.525,12869.781,16762.957,14326.376,11719.801,16408.623,4359.403,10110.634,7313.9194,9770.885,14118.021,13433.084,14647.246,15143.808,14803.139,6654.544,17179.514,12012.588,14904.324,15217.332,14069.589,16084.331,14378.291,17853.436,21726.559,22795.873,16592.604,0,25210.34,17806.398,13249.616,7260.3867,14932.653,12284.853,11776.787,16298.917,17764.994,21326.805,13432.694,14649.391,14309.199,12329.365,22803.973,23156.83,16763.016,16950.48,21014.396,22299.098,12777.322,26496.975,15589.617,15855.722,13579.304,15473.688,
897,122.06591538824694,56.37167,,,,,,,,,,,991.6806,0,973.6136,0,0,0,0,0,0,945.5989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
570,122.08101143622721,55.62811,,,,,,,,,,,1309.933,2632.2834,1258.9706,2997.1155,3681.7578,4279.4824,3134.4028,2683.244,2902.2693,1130.2203,2242.6597,2964.9236,2241.244,2922.8618,3128.166,3653.5952,2455.515,5948.222,2793.5083,4609.204,2655.9692,2778.9924,3509.7493,5605.6543,5305.169,3279.1897,2989.9187,3365.8618,2726.2007,4399.062,0,2887.5225,5578.1055,2127.7551,2872.114,2603.5234,3067.558,2707.8142,4162.0244,6018.135,3012.3223,2984.6904,3347.087,3723.009,3618.2263,2733.106,3769.1472,4450.5645,6642.284,2910.0186,3090.0146,1984.8533,4169.181,3294.0664,4397.3564,2152.6492,4252.829,
