row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,31_Brote_22_3mg_3.mzXML Peak height,58_Brote_22_3mg_1.mzXML Peak height,12_Brote_14_5mg_1.mzXML Peak height,9_QC.mzXML Peak height,46_Brote_33_4mg_3.mzXML Peak height,16_Brote_25_ 3 mg_1.mzXML Peak height,60_Brote_50 _ 1mg_1.mzXML Peak height,38_Callo_40_2mg_3.mzXML Peak height,50_Brote_24_ 8mg_1.mzXML Peak height,24_Brote_33_4mg_1.mzXML Peak height,34_Brote_14_5mg_2.mzXML Peak height,5_Ext_blank.mzXML Peak height,11_Callo_52_9mg_3.mzXML Peak height,48_Brote_6_8mg_3.mzXML Peak height,49_Brote_27_8 mg_2.mzXML Peak height,63_Brote_6_8mg_2.mzXML Peak height,66_QC.mzXML Peak height,57_Brote_27_8 mg_3.mzXML Peak height,29_Brote_25_ 3 mg_3.mzXML Peak height,14_Brote_44_2 mg_2.mzXML Peak height,51_Brote_33_5 mg_1.mzXML Peak height,30_Brote_33_4mg_2.mzXML Peak height,22_Brote_76_08mg_2.mzXML Peak height,41_Brote_12_5mg_3.mzXML Peak height,36_Callo_40_2mg_1.mzXML Peak height,25_Brote_44_2 mg_3.mzXML Peak height,42_Callo_56_2mg_2.mzXML Peak height,23_Brote_50 _ 1mg_2.mzXML Peak height,61_Callo_56_2mg_3.mzXML Peak height,13_Brote_50 _ 1mg_3.mzXML Peak height,26_Brote_6_8mg_1.mzXML Peak height,47_Brote_12_5mg_1.mzXML Peak height,18_Brote_6_6mg_2.mzXML Peak height,45_Callo_52_9mg_2.mzXML Peak height,35_Brote_76_08mg_3.mzXML Peak height,55_QC.mzXML Peak height,32_QC.mzXML Peak height,65_QC.mzXML Peak height,64_Brote_25_ 3 mg_2.mzXML Peak height,62_Callo_56_2mg_1.mzXML Peak height,10_QC.mzXML Peak height,21_QC.mzXML Peak height,37_Brote_27_8 mg_1.mzXML Peak height,44_QC.mzXML Peak height,52_Brote_14_5mg_3.mzXML Peak height,17_Brote_33_5 mg_3.mzXML Peak height,39_Callo_52_9mg_1.mzXML Peak height,54_Brote_44_2 mg_1.mzXML Peak height,28_Brote_24_ 8mg_3.mzXML Peak height,27_Brote_12_5mg_2.mzXML Peak height,15_Brote_76_08mg_1.mzXML Peak height,19_Brote_22_3mg_2.mzXML Peak height,20_Brote_6_6mg_1.mzXML Peak height,53_Brote_24_ 8mg_2.mzXML Peak height,43_Brote_33_5 mg_2.mzXML Peak height,59_Callo_40_2mg_2.mzXML Peak height,40_Brote_6_6mg_2.mzXML Peak height,
676,81.01324817999615,52.816895,,,,,,,,,,,2850.6064,1429.5903,0,0,2899.3599,0,2332.7424,3387.757,2781.628,3494.939,2763.2327,0,0,2414.8425,2346.9607,2051.2605,1824.7518,1469.6659,0,2959.6848,2414.9768,2962.2854,0,3009.3286,2631.2324,3091.1667,3301.9277,3307.6863,2631.832,0,0,2553.1978,3722.933,3905.3218,2315.3801,1951.27,2608.0967,0,0,2619.3267,0,0,2327.2568,3142.4622,0,2810.5698,3460.8843,2489.9307,3335.965,3043.0151,3770.7197,3176.8523,5158.166,0,3178.7966,2094.5315,3773.395,
1413,81.0132711817324,53.484993,,,,,,,,,,,2983.4167,1617.8297,3352.3687,1907.5521,2551.6738,0,2062.206,3054.5476,0,3499.996,3652.2654,0,2891.253,0,2678.7048,0,1964.4502,1736.0533,0,2935.1013,0,3009.8218,4367.7417,3070.7405,2688.9353,2817.2625,4024.6104,3641.303,3020.1145,3213.7664,0,2651.8494,4730.322,3389.726,2439.2373,2136.5137,2766.558,1997.6061,2600.9666,3130.6453,2233.8188,3441.8528,2614.7288,3417.4792,3914.0667,3045.8528,3488.0676,0,0,3110.0605,0,3331.2346,5644.7085,0,3501.0107,1735.5149,4713.2427,
112,81.01345785268096,50.203335,,,,,,,,,,,0,0,0,0,0,0,0,0,4710.4043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5444.2876,0,0,0,0,4751.2695,0,0,0,
206,81.01354228483837,50.489998,,,,,,,,,,,0,0,0,0,0,0,2815.2769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2467.789,0,0,0,0,3436.0664,0,0,0,0,0,2526.7214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2370.4038,0,
380,81.01359725778063,51.959232,,,,,,,,,,,0,1818.0925,0,0,0,0,1957.3844,0,0,0,0,0,0,0,0,2128.5146,2331.967,1720.9176,0,0,0,0,0,0,0,0,0,0,2446.2527,0,0,2590.983,0,0,0,2193.5437,0,1901.3861,2272.9182,2841.8923,0,0,0,0,2627.6353,0,0,0,0,0,0,0,0,0,0,1987.8385,0,
607,81.0143101614576,52.645275,,,,,,,,,,,0,1859.6482,2243.8457,1561.4949,2453.8223,0,2075.1785,2984.6453,3992.561,0,0,0,0,2716.3508,2547.5266,2347.5515,2216.47,1751.4695,0,2799.7583,0,0,0,3006.5981,2504.843,2736.2905,3315.7615,3366.1284,2401.3713,0,3389.5662,2777.7954,0,3298.6921,2393.1353,2239.327,2807.4524,2060.1655,2407.5757,2737.9817,0,3174.3645,2309.7046,3161.1492,2962.5784,0,3164.8044,2486.0278,4425.697,0,0,0,0,3880.7678,0,2064.9932,3602.0984,
770,81.01526607753017,52.911526,,,,,,,,,,,2998.9775,0,2659.1035,3040.866,2393.3599,0,0,2885.067,0,3670.8313,2977.8796,0,2818.4753,2425.3909,2211.9614,0,3717.3145,0,0,0,0,2845.3328,0,2956.5264,0,2584.1357,0,0,0,0,3081.848,2556.292,5768.038,0,2109.7095,3839.4019,4941.113,3417.511,2164.4097,0,3716.8071,5164.1597,0,5544.87,2986.4714,2906.0483,0,0,3307.9402,2988.5137,3835.8362,3209.6555,0,0,3216.56,0,5714.9097,
912,81.01833473649413,53.007946,,,,,,,,,,,3011.4377,0,0,0,0,4575.9087,0,0,0,3623.0186,0,0,2715.761,0,2233.734,0,0,1483.0049,0,0,0,0,0,0,0,0,3137.9868,3227.0933,0,2839.8667,2967.3564,0,0,0,0,0,0,0,2117.7957,0,2264.6882,0,2410.0413,0,0,2788.2837,0,0,0,0,3753.4456,3235.6338,0,0,3036.8901,0,0,
1231,81.02191462949541,53.350002,,,,,,,,,,,0,0,2197.4766,0,0,0,0,2953.8657,0,0,2669.0027,0,0,0,0,0,0,0,0,0,0,2763.5857,4327.857,3138.1777,2497.5156,0,0,0,0,0,2966.7937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2972.11,0,0,0,3207.1804,0,3089.4385,0,0,3183.98,0,0,
1997,82.00686584683642,53.961666,,,,,,,,,,,0,855.8016,0,0,0,0,0,0,0,0,0,637.3871,0,0,0,0,0,928.36383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1828,82.01101124111102,53.86,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254.1975,1638.8627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1238,82.0120213941047,53.352497,,,,,,,,,,,0,0,0,0,0,0,0,1779.9147,0,1982.119,1644.2756,0,0,0,0,0,0,0,0,0,0,1616.3569,0,1877.8169,1560.8046,0,0,0,0,0,0,0,0,0,0,0,0,0,1329.4956,0,0,0,1314.5646,0,1634.4282,1630.0076,0,0,0,1878.2913,0,0,0,0,1853.5416,0,0,
1427,82.01347174151684,53.487045,,,,,,,,,,,1633.5985,921.50867,1722.8738,1125.0565,1462.0549,0,0,0,0,1832.0059,1748.6077,598.9147,0,0,1513.9965,0,0,1011.54395,0,0,0,1561.7107,0,0,1491.3374,0,2020.1432,0,1495.2227,0,0,1597.8379,0,0,0,0,0,0,0,1479.4512,0,0,1431.0807,0,1733.2318,1513.8666,0,1536.0497,0,0,0,0,0,0,1749.0111,0,2392.9722,
1666,82.01592084626493,53.702694,,,,,,,,,,,0,838.02026,1718.1863,0,0,0,0,0,0,0,1839.0049,0,0,2345.7087,1381.3485,2135.666,0,0,0,0,1345.6924,0,0,0,0,0,0,0,0,0,2006.2858,1565.3423,0,0,0,1255.1216,0,0,1461.826,0,0,0,0,0,2011.9039,0,0,0,0,0,0,0,0,0,0,0,2262.0112,
1051,82.0172970007659,53.136665,,,,,,,,,,,0,0,0,0,1435.711,0,1264.9546,0,0,1880.27,0,0,0,0,1354.5599,0,0,0,1744.608,0,0,0,0,0,0,0,2031.5659,1961.8833,1370.0261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732.3682,0,0,0,0,
1111,82.01959217811887,53.195,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267.7516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243.6384,1716.7588,0,0,0,0,0,0,1871.8706,0,0,0,0,0,0,0,0,0,0,0,0,0,
719,82.01992724522542,52.825924,,,,,,,,,,,1608.5126,893.42004,1467.6532,0,1632.882,0,1376.1818,1854.9244,0,1887.8313,0,0,0,0,1377.4218,0,0,934.3972,0,0,1433.3962,1662.998,0,1888.9141,1633.607,1813.8878,1949.6868,1990.8173,1475.1249,1821.3834,0,1597.5208,0,2060.6213,1406.9,0,0,0,0,1574.3518,0,0,1367.0284,0,0,1579.0137,1930.085,1425.8827,0,1842.4783,0,1753.9225,2790.2036,0,1874.0997,1312.3243,2240.6404,
322,82.02051104094572,51.368332,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2315.1504,0,2318.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628.6558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
855,82.02189438307495,52.9345,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1333.7914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2297.116,0,0,1324.1664,1771.5953,1321.2001,0,0,1501.7623,2000.138,0,2018.2258,0,0,0,0,0,0,0,0,2817.7437,0,0,0,2313.4993,
579,82.02247586081877,52.642414,,,,,,,,,,,0,0,1708.9764,0,0,2616.983,1198.5854,0,2853.475,0,1651.8804,0,1783.4122,1960.5358,0,1697.6552,0,0,1998.3427,1785.5675,0,0,0,1887.2511,0,1613.9562,2130.836,2305.7712,0,2009.9474,2423.4163,0,0,1904.2665,1414.6195,0,0,0,1502.1621,1502.6411,1372.3191,0,0,0,1671.5305,0,2054.0625,0,3733.4993,1887.6427,2100.7937,0,0,2852.52,0,0,0,
18,82.02642868097467,49.65,,,,,,,,,,,0,0,0,0,0,0,0,0,2162.9722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440.8077,0,0,0,0,0,0,0,0,0,0,0,0,0,1469.9852,0,0,0,0,0,0,0,0,0,0,2236.8687,0,0,0,
280,82.02657954952412,51.243332,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1914.0748,0,1917.8418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878.1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
532,82.03023423117405,52.484993,,,,,,,,,,,0,0,0,0,0,0,0,2030.594,0,0,0,0,2226.9873,0,0,0,0,0,0,2184.6436,0,1571.4155,2436.4429,0,1779.6178,2035.1268,2023.4237,2023.1537,1374.9172,1846.1991,0,0,0,2683.7358,1747.3579,0,0,0,0,1521.1808,0,0,0,0,0,0,2757.5654,1756.0098,0,0,2271.1418,0,0,0,0,1226.8019,0,
213,82.0312465514334,50.49167,,,,,,,,,,,0,0,0,0,0,0,1462.0785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1474.7748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344.949,0,
83,82.033519598382,50.065895,,,,,,,,,,,0,0,0,1507.2677,0,0,1990.4937,3122.4116,2465.1392,0,0,0,3463.0002,2213.3743,0,2134.4534,1532.6041,0,0,2346.3047,0,0,2835.808,0,3031.1165,2454.8528,2836.6016,3258.792,2145.6255,2774.2922,0,0,2534.2163,4475.185,2225.386,1513.862,1823.6914,1361.1553,0,2287.0283,1382.0804,2200.0957,0,2133.3132,0,0,4577.8926,2189.569,2745.3025,0,2455.3286,0,0,2635.5776,0,2191.6719,2550.3223,
106,82.03535181212321,50.2025,,,,,,,,,,,0,0,0,0,0,0,1162.2985,0,5686.7314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2067.7505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1883.6973,0,6640.0195,0,0,0,0,5781.588,0,0,0,
377,83.03022032317757,51.956665,,,,,,,,,,,0,1283.5273,0,0,0,0,0,0,0,0,0,0,0,0,1564.1595,0,0,1154.1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1661,83.03364995089517,53.701664,,,,,,,,,,,0,0,2019.8794,0,0,0,0,0,0,0,2160.57,0,0,2879.7524,0,2735.7495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712.54,0,0,0,0,0,2298.254,0,0,0,0,0,0,0,0,0,0,0,0,
783,83.03382262606871,52.912807,,,,,,,,,,,0,0,1926.1177,2000.5823,0,2575.792,0,0,0,0,1867.5486,0,0,0,0,0,2119.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3478.1987,0,0,2151.483,2575.6565,2014.4377,0,0,2157.7712,3067.2913,0,3026.7979,0,0,0,0,0,0,0,2024.6329,3957.239,0,1955.9751,0,3436.03,
1410,83.03455151068262,53.48445,,,,,,,,,,,1936.3586,1211.1324,2607.5718,1547.2439,1750.5459,2743.7192,0,2097.4285,0,2234.1821,2527.344,0,2170.3975,0,1772.3752,0,0,1205.9271,0,2162.022,2348.7346,1970.8401,2684.9863,0,1962.7947,0,2934.666,2687.4014,2285.189,2399.395,2440.0862,0,3621.247,0,0,0,0,1525.1498,1905.2429,2295.4707,1755.6431,2515.3452,1804.2432,2294.9268,2698.0918,2004.49,0,2107.6006,0,0,0,2267.0203,3757.6545,0,2372.9392,0,3519.1802,
335,83.03501169609132,51.37625,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2547.6458,0,2732.7588,0,0,2383.9297,0,1944.9932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1078,83.035953065162,53.165,,,,,,,,,,,0,0,0,0,0,0,1514.6152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1869.1193,0,0,0,0,0,0,0,0,0,0,0,0,0,1665.2603,2202.4893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2509.0193,0,0,0,
364,83.03604182620593,51.704,,,,,,,,,,,0,0,0,0,0,0,1662.3478,0,0,0,0,0,0,0,0,0,0,1091.6462,0,0,0,0,0,0,0,0,0,0,2303.758,0,0,0,0,0,0,0,0,0,0,2304.9624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437.4779,0,
901,83.03667455548533,53.004284,,,,,,,,,,,1824.7375,0,0,0,0,2554.7659,0,0,0,2176.9563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1618.3082,0,0,1748.1794,0,0,0,0,0,2129.748,0,0,2016.2161,0,0,
695,83.03688585023002,52.823933,,,,,,,,,,,2482.5808,1615.6067,0,1627.9493,3551.761,2732.1638,3916.4763,3670.1655,0,2994.2085,2254.524,0,2239.3455,2454.0952,2336.5205,2263.799,2211.868,1670.7623,0,2751.7297,2459.9023,2938.4985,3251.6724,2698.2034,3138.8271,3392.4592,3693.7925,3642.9392,3603.2651,2516.8054,2300.8042,2393.7646,3716.265,4917.6406,2531.275,2363.4226,3006.7727,1861.9271,1985.7081,3980.595,1746.3105,2732.9597,2218.5962,3005.8843,2418.5032,1910.6943,4244.2983,3234.328,2672.05,2383.8777,2762.4233,2266.3875,4379.587,0,3058.5764,3336.0461,4133.259,
288,83.03825104449524,51.24611,,,,,,,,,,,0,0,0,1696.497,0,0,0,0,0,0,0,0,0,3977.6113,0,3967.2737,1669.1975,0,0,0,0,0,0,2479.6838,0,0,0,0,0,0,3833.9316,2122.6614,0,0,0,0,0,1555.4799,0,0,0,0,0,0,0,0,0,0,0,2392.8875,0,0,0,0,0,0,0,
170,83.0384875555191,50.48563,,,,,,,,,,,0,1354.2328,0,1587.8767,2241.2373,0,6427.4346,4207.5923,2716.183,0,2057.4185,0,0,0,1898.7397,2271.4878,2902.3257,1514.864,0,0,1822.166,1869.4485,0,2694.2573,3836.693,2694.0098,3458.2805,3981.0105,4329.988,0,0,2697.3193,4322.6475,6475.8105,2377.4907,3088.6907,3322.4841,2103.268,2950.5244,4541.845,0,0,1775.5182,2972.0369,2434.8977,0,5012.9004,2869.1863,0,2316.263,0,0,5233.061,2721.5784,2164.1226,5104.776,5475.6724,
499,83.0390282569914,52.398,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3126.7756,0,3084.9592,0,0,0,0,0,0,0,2315.8296,0,0,0,0,0,0,3066.2534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2289.1667,0,0,0,0,0,0,0,
527,83.03945847248508,52.483936,,,,,,,,,,,0,0,0,0,1796.218,0,0,2682.2341,0,2144.9414,0,0,3355.7905,0,0,0,0,0,0,3076.9075,0,2012.3762,3269.656,0,2449.4602,3071.8552,2864.1936,2800.693,0,2524.6326,0,0,0,3960.7625,2385.002,0,0,0,0,0,0,2517.5898,0,0,0,0,4166.8203,2501.6423,0,0,3152.79,0,0,0,0,1619.2618,0,
577,83.03971394980482,52.642193,,,,,,,,,,,0,0,1955.6659,0,0,2894.2698,0,0,3251.2346,0,1831.7388,0,2215.805,0,0,0,0,0,2375.1733,2113.4106,0,0,0,0,0,0,0,2714.235,0,2493.6777,2635.3247,0,0,0,1699.5527,0,0,0,1708.035,0,0,0,0,0,0,1728.6012,0,0,4285.961,0,2409.6396,0,0,3363.8406,0,0,0,
15,83.04144739447523,49.648945,,,,,,,,,,,2084.389,1326.7031,0,0,1691.6375,0,0,2166.7617,4433.715,0,2240.624,0,0,0,2407.0085,0,0,1508.6139,0,2377.2244,0,0,0,2538.8367,2035.9749,2447.429,3104.7563,0,2326.949,0,0,2251.895,0,2957.064,2099.61,0,0,0,2040.9039,2593.4282,0,0,2417.5535,0,2272.1775,0,2992.2402,1999.221,3933.971,2541.8367,2468.8865,0,0,4382.484,2182.5254,0,0,
113,83.04316967941203,50.203335,,,,,,,,,,,0,0,0,0,0,0,0,0,6053.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7193.191,0,0,0,0,6398.6265,0,0,0,
77,83.04516689427977,50.0595,,,,,,,,,,,0,0,0,2501.4497,1832.9376,0,3430.4082,5511.793,4463.8335,0,0,0,6009.881,5000.6685,0,5107.4136,2565.5315,0,0,3769.9934,0,1986.9474,4623.109,2902.3406,5278.0347,3911.7456,4546.4126,5680.6865,3409.6594,4748.8887,4733.4116,2527.5002,4031.7756,7797.769,3680.078,2582.7747,3187.8167,2302.3586,0,3679.655,2279.2717,3633.796,0,3490.154,0,0,7930.852,3804.3015,4661.5874,2885.8726,4311.729,0,3967.7026,4545.643,0,3804.0347,4003.2612,
367,84.01820492900296,51.715,,,,,,,,,,,0,0,0,0,0,0,876.15204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908.50934,0,0,0,0,0,0,0,0,0,0,945.4769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1229,84.0184811148763,53.35,,,,,,,,,,,0,0,0,0,0,0,0,0,0,947.3501,0,0,0,0,677.2782,0,0,0,1065.1658,0,0,0,1151.8829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838.0788,0,0,0,0,0,0,0,0,0,0,0,
729,84.02444631390107,52.827538,,,,,,,,,,,1389.8885,843.42303,1378.4292,1029.0219,1611.5365,1536.9264,1623.4672,1847.0428,1477.3184,1416.8944,1401.2361,0,1301.9866,1279.6339,1279.0569,1168.5688,1015.04803,930.0075,1336.0088,1586.961,1185.971,1403.217,1836.9885,1510.7927,1560.0209,1754.2373,2238.9192,1700.4354,1895.3651,1375.3187,1239.3698,1324.848,2265.326,2171.918,1470.0164,1115.8558,1519.3727,973.2707,1104.5172,2000.151,1060.5985,1509.5015,1297.4393,1515.0867,1490.102,1081.5498,2106.236,1525.5338,1822.337,1547.1761,0,1309.4387,2466.2283,1455.3632,1507.9069,1474.3,2440.4639,
624,84.02531986845838,52.656113,,,,,,,,,,,0,0,958.4505,0,0,1169.3671,0,0,1191.189,0,0,0,0,0,0,0,0,0,1073.0526,989.9039,0,0,0,0,0,0,0,0,0,1128.6051,0,0,0,0,0,0,0,0,793.4819,0,0,0,0,0,0,0,0,0,1563.1311,0,0,0,0,1179.0618,0,0,0,
1066,84.02647327623524,53.152,,,,,,,,,,,0,0,0,0,0,0,704.884,0,0,996.29126,0,0,0,0,0,0,754.7587,0,0,989.8836,0,863.83624,0,0,0,856.3583,0,1212.5878,0,0,0,0,0,0,0,0,1000.6257,0,0,0,0,0,720.0291,0,0,0,0,0,0,0,0,0,0,0,907.9971,0,0,
1428,84.02769008500799,53.487144,,,,,,,,,,,791.70544,0,1000.10364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083.0791,0,824.3874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774.3684,0,0,0,988.26904,0,0,915.1154,0,0,
530,84.02826628548213,52.484497,,,,,,,,,,,0,0,0,0,0,0,0,1164.7094,0,0,868.4966,0,1301.9686,0,0,0,0,0,0,1240.9131,0,903.949,1259.9585,0,1042.2076,1167.203,1248.2086,1240.4812,880.0889,1159.5153,0,0,1511.7855,1525.3043,926.2589,0,0,0,0,993.5907,0,0,0,0,0,0,1617.7417,1033.2844,0,0,1235.675,0,0,0,0,710.71136,0,
848,84.0297890341769,52.923336,,,,,,,,,,,0,0,0,805.42267,741.3351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454.835,
156,84.03005766226408,50.483875,,,,,,,,,,,0,513.43835,0,0,896.6018,0,2132.0095,1574.49,0,0,907.6705,0,0,0,807.58746,0,1066.473,595.7855,0,0,780.947,867.8983,0,1164.7183,1468.6077,1149.1498,1553.3341,1561.6074,1630.6725,0,0,1088.2279,1837.2759,2310.434,940.45667,1139.9788,1230.5496,821.87024,1167.4286,1780.7378,0,1164.1802,774.08563,1202.5609,1034.5864,0,1916.7947,1077.6198,0,0,0,0,2165.16,1180.2239,977.92615,1837.6809,2239.0308,
224,84.03038830486213,50.655,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1037.6509,0,1016.53973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012.11084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
242,84.0346225427786,50.906666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839.9951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796.66626,1068.7859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
125,84.03626468959777,50.205,,,,,,,,,,,0,0,0,0,0,0,0,0,1680.2445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970.4816,0,0,0,0,1759.919,0,0,0,
2,84.03790541865406,49.645832,,,,,,,,,,,0,0,0,0,0,0,0,0,1207.375,0,0,0,0,0,736.0258,0,0,484.66623,0,0,0,0,0,0,0,0,0,0,877.76886,0,0,0,0,0,0,0,0,0,0,0,0,0,768.53253,0,0,0,0,0,0,0,0,0,0,1227.1808,0,0,0,
287,84.04272960569314,51.24583,,,,,,,,,,,0,0,0,835.4518,0,0,0,0,0,0,0,0,0,2047.3943,0,1972.9912,772.7816,0,0,0,0,0,0,1194.9307,0,0,0,0,0,0,1911.6914,1056.7715,0,0,0,783.19415,974.96893,756.38086,0,0,0,0,0,1093.2815,0,0,0,0,0,1214.9297,0,0,0,0,0,0,0,
66,84.04419875966745,50.05552,,,,,,,,,,,0,0,0,1066.3678,0,0,1195.9924,1848.0807,1572.4985,0,0,0,2006.428,2518.5085,0,2592.5022,1013.35565,0,0,1396.503,0,891.2864,1648.2628,1492.8751,1680.6865,1436.3099,1730.4374,2024.7257,1290.0828,1696.9484,2452.0676,1273.8297,1854.3972,2583.2402,1266.8617,1065.098,1332.0242,1042.6735,0,1364.0452,1088.6359,1594.2507,0,1364.1755,0,0,2640.5789,1268.7839,1728.3096,1432.5995,1500.2194,0,1793.2788,1620.7803,0,1282.0206,1753.0148,
479,84.04460737924275,52.39583,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1456.4384,0,1383.2651,0,0,0,0,0,0,0,1123.4008,0,0,0,0,0,0,1424.6499,966.8876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135.7424,0,0,0,0,0,0,0,
1498,84.04582331165098,53.545002,,,,,,,,,,,0,0,0,789.2831,0,0,0,0,0,0,0,0,0,1081.0627,0,1021.9166,0,470.13272,0,0,0,0,0,0,0,0,0,0,0,0,1182.2305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
914,85.03177815822393,53.009167,,,,,,,,,,,1245.0592,0,0,0,0,0,0,0,0,1461.5387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1305.2083,0,0,0,0,1577.03,1510.6016,0,0,1525.2024,0,0,
569,85.03555684025764,52.64078,,,,,,,,,,,0,878.17194,1528.81,0,1226.7162,1931.0491,1211.2599,0,2604.9285,0,1529.8143,0,1623.3234,0,0,0,0,0,1737.7185,1457.9938,0,0,1914.9971,0,0,1466.2747,1991.6633,1926.779,1359.2229,1777.49,0,0,0,1873.171,1325.2504,0,0,0,1374.1833,1550.5247,0,0,0,0,1547.8287,1239.0729,0,0,3281.5417,0,1636.2576,0,0,2607.97,1510.2203,0,0,
269,85.03653737557775,51.16125,,,,,,,,,,,0,0,0,0,0,0,0,1666.6548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1346.3579,0,0,2241.2224,0,0,0,0,0,1504.2488,0,0,
1632,85.03880577223845,53.69375,,,,,,,,,,,0,0,1454.288,0,0,0,0,0,0,0,1577.8198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310.3873,0,0,0,0,0,1604.2145,0,0,0,0,0,0,0,0,0,0,0,0,
